"numCS","numCF","rep","gen","date","ind","CS12","CF12","CS21","CF21","numCS1b","numCS2b","numCF1b","numCF2b","numCS1a","numCS2a","numCF1a","numCF2a","fracDispCS","fracDispCF","totCS","totCF"
40,40,7,2,2017-03-06,100,36,-28,-36,21,130,1,2,174,94,37,30,153,0.274809160305344,0.114754098360656,131,183
40,80,7,2,2017-03-06,101,22,6,-25,30,118,5,41,266,96,30,35,236,0.174603174603175,0.11070110701107,126,271
80,0,7,2,2017-03-06,102,18,0,-19,0,166,118,0,0,148,137,0,0,0.0631578947368421,NA,285,0
80,20,7,2,2017-03-06,103,16,-1,-14,9,142,47,4,96,126,61,5,87,0.0855614973262032,0.0978260869565217,187,92
80,40,7,2,2017-03-06,104,6,0,-2,1,205,72,2,101,199,74,2,100,0.021978021978022,0.00980392156862745,273,102
80,80,7,2,2017-03-06,105,18,-9,-17,24,167,36,17,244,149,53,26,220,0.0891089108910891,0.0975609756097561,202,246
0,20,8,2,2017-03-06,106,0,-9,0,9,0,0,18,64,0,0,27,55,NA,0.109756097560976,0,82
0,40,8,2,2017-03-06,107,0,0,0,18,0,0,11,189,0,0,11,171,NA,0.0989010989010989,0,182
0,80,8,2,2017-03-06,108,0,0,0,7,0,0,91,139,0,0,91,132,NA,0.031390134529148,0,223
20,0,8,2,2017-03-06,109,29,0,-26,0,112,47,0,0,83,73,0,0,0.185897435897436,NA,156,0
20,20,8,2,2017-03-06,110,4,-7,-6,5,73,13,6,82,69,19,13,77,0.0454545454545455,0.0555555555555556,88,90
20,40,8,2,2017-03-06,111,35,-11,-33,8,107,7,45,142,72,40,56,134,0.3125,0.0421052631578947,112,190
20,80,8,2,2017-03-06,112,9,-20,-14,14,46,2,96,225,37,16,116,211,0.169811320754717,0.0428134556574924,53,327
40,0,8,2,2017-03-06,113,28,0,-21,0,123,61,0,0,95,82,0,0,0.15819209039548,NA,177,0
40,20,8,2,2017-03-06,114,42,-1,-16,39,140,13,4,127,98,29,5,88,0.330708661417323,0.419354838709677,127,93
40,40,8,2,2017-03-06,115,39,-6,-38,-115,163,15,9,0,124,53,15,115,0.220338983050847,-0.884615384615385,177,130
40,80,8,2,2017-03-06,116,6,1,-1,26,103,9,71,245,97,10,70,219,0.0560747663551402,0.0899653979238754,107,289
80,0,8,2,2017-03-06,117,27,0,-33,0,171,32,0,0,144,65,0,0,0.129186602870813,NA,209,0
80,20,8,2,2017-03-06,118,16,-10,-13,7,196,74,0,79,180,87,10,72,0.0599250936329588,0.0853658536585366,267,82
80,40,8,2,2017-03-06,119,20,-9,-25,9,184,31,10,175,164,56,19,166,0.0909090909090909,0.0486486486486487,220,185
80,80,8,2,2017-03-06,120,26,-6,-30,9,177,16,53,253,151,46,59,244,0.131979695431472,0.0297029702970297,197,303
0,20,9,2,2017-03-13,121,0,-22,0,16,0,0,0,31,0,0,22,15,NA,0.432432432432432,0,37
0,40,9,2,2017-03-13,122,0,-29,0,26,0,0,0,87,0,0,29,61,NA,0.288888888888889,0,90
0,80,9,2,2017-03-13,123,0,-55,0,36,0,0,0,323,0,0,55,287,NA,0.105263157894737,0,342
20,0,9,2,2017-03-13,124,2,0,-14,0,68,32,0,0,66,46,0,0,0.0178571428571429,NA,112,0
20,20,9,2,2017-03-13,125,7,-22,-17,18,31,8,24,86,24,25,46,68,0.142857142857143,0.157894736842105,49,114
20,40,9,2,2017-03-13,126,25,-40,-6,25,49,8,32,137,24,14,72,112,0.657894736842105,0.135869565217391,38,184
20,80,9,2,2017-03-13,127,7,-49,-7,50,29,0,0,212,22,7,49,162,0.241379310344828,0.23696682464455,29,211
40,0,9,2,2017-03-13,128,37,0,-36,0,107,31,0,0,70,67,0,0,0.27007299270073,NA,137,0
40,20,9,2,2017-03-13,129,-4,-15,6,15,48,40,0,49,52,34,15,34,-0.0465116279069767,0.306122448979592,86,49
40,40,9,2,2017-03-13,130,34,-22,-30,22,103,0,0,60,69,30,22,38,0.343434343434343,0.366666666666667,99,60
40,80,9,2,2017-03-13,131,41,-38,-43,33,113,14,0,119,72,57,38,86,0.317829457364341,0.266129032258065,129,124
80,0,9,2,2017-03-13,132,27,0,-45,0,115,40,0,0,88,85,0,0,0.15606936416185,NA,173,0
80,20,9,2,2017-03-13,133,34,-17,-18,20,146,38,0,84,112,56,17,64,0.202380952380952,0.246913580246914,168,81
80,40,9,2,2017-03-13,134,42,-26,-39,19,141,8,0,126,99,47,26,107,0.287671232876712,0.142857142857143,146,133
80,80,9,2,2017-03-13,135,54,-33,-29,26,153,6,0,172,99,35,33,146,0.402985074626866,0.145251396648045,134,179
0,20,10,2,2017-03-13,136,0,-14,0,5,0,0,0,40,0,0,14,35,NA,0.102040816326531,0,49
0,40,10,2,2017-03-13,137,0,-16,0,17,0,0,0,113,0,0,16,96,NA,0.151785714285714,0,112
0,80,10,2,2017-03-13,138,0,0,0,18,0,0,0,268,0,0,0,250,NA,0.072,0,250
20,0,10,2,2017-03-13,139,22,0,-30,0,77,6,0,0,55,36,0,0,0.241758241758242,NA,91,0
20,20,10,2,2017-03-13,140,36,-15,-37,17,85,10,14,47,49,47,29,30,0.375,0.288135593220339,96,59
20,40,10,2,2017-03-13,141,9,-24,-11,22,41,0,0,119,32,11,24,97,0.209302325581395,0.181818181818182,43,121
20,80,10,2,2017-03-13,142,11,-52,-11,52,56,8,0,174,45,19,52,122,0.171875,0.298850574712644,64,174
40,0,10,2,2017-03-13,143,34,-2,-41,0,93,2,0,0,59,43,2,0,0.333333333333333,0,102,2
40,20,10,2,2017-03-13,144,23,-10,-26,10,124,18,1,60,101,44,11,50,0.158620689655172,0.163934426229508,145,61
40,40,10,2,2017-03-13,145,30,-26,-27,25,105,9,0,116,75,36,26,91,0.27027027027027,0.213675213675214,111,117
40,80,10,2,2017-03-13,146,-12,-43,19,45,88,61,1,158,100,42,44,113,-0.0845070422535211,0.286624203821656,142,157
80,0,10,2,2017-03-13,147,34,0,-26,0,122,59,0,0,88,85,0,0,0.196531791907514,NA,173,0
80,20,10,2,2017-03-13,148,30,-4,-12,4,106,62,16,65,76,74,20,61,0.2,0.0493827160493827,150,81
80,40,10,2,2017-03-13,149,19,-17,-10,19,106,33,25,107,87,43,42,88,0.146153846153846,0.146153846153846,130,130
80,80,10,2,2017-03-13,150,50,-55,-28,63,161,16,0,255,111,44,55,192,0.32258064516129,0.255060728744939,155,247
0,20,1,3,2017-03-20,1,0,96,0,-114,0,0,125,0,0,0,29,114,NA,-0.797202797202797,0,143
0,40,1,3,2017-03-20,2,0,1,0,7,0,0,10,190,0,0,9,183,NA,0.0364583333333333,0,192
0,80,1,3,2017-03-20,3,0,1,0,3,0,0,43,231,0,0,42,228,NA,0.0111111111111111,0,270
20,0,1,3,2017-03-20,4,8,0,-23,0,122,54,0,0,114,77,0,0,0.0418848167539267,NA,191,0
20,20,1,3,2017-03-20,5,-8,-7,17,2,203,141,7,140,211,124,14,138,-0.0238805970149254,0.0131578947368421,335,152
20,40,1,3,2017-03-20,6,12,-2,-20,64,177,70,42,182,165,90,44,118,0.0470588235294118,0.395061728395062,255,162
20,80,1,3,2017-03-20,7,24,-24,-17,-1,159,9,101,250,135,26,125,251,0.149068322981366,-0.00265957446808511,161,376
40,0,1,3,2017-03-20,8,45,0,-27,0,221,170,0,0,176,197,0,0,0.120643431635389,NA,373,0
40,20,1,3,2017-03-20,9,42,-11,-31,21,256,119,0,101,214,150,11,80,0.115384615384615,0.230769230769231,364,91
40,40,1,3,2017-03-20,10,-125,-124,-66,80,44,55,8,285,169,121,132,205,-0.431034482758621,0.237388724035608,290,337
40,80,1,3,2017-03-20,11,29,-14,-10,17,255,74,24,338,226,84,38,321,0.0935483870967742,0.0473537604456825,310,359
80,0,1,3,2017-03-20,12,-7,0,-41,0,228,187,0,0,235,228,0,0,-0.0151187904967603,NA,463,0
80,20,1,3,2017-03-20,13,12,2,-15,0,268,132,11,81,256,147,9,81,0.0297766749379653,0,403,90
80,40,1,3,2017-03-20,14,41,-31,-43,22,285,88,14,157,244,131,45,135,0.109333333333333,0.122222222222222,375,180
80,80,1,3,2017-03-20,15,8,-4,-1,34,114,117,151,139,106,118,155,105,0.0357142857142857,0.130769230769231,224,260
0,20,2,3,2017-03-20,16,0,-6,0,12,0,0,40,117,0,0,46,105,NA,0.0794701986754967,0,151
0,40,2,3,2017-03-20,17,0,-1,0,6,0,0,0,216,0,0,1,210,NA,0.028436018957346,0,211
0,80,2,3,2017-03-20,18,0,-26,0,13,0,0,43,197,0,0,69,184,NA,0.0513833992094862,0,253
20,0,2,3,2017-03-20,19,35,0,-37,0,160,68,0,0,125,105,0,0,0.152173913043478,NA,230,0
20,20,2,3,2017-03-20,20,21,6,24,9,105,31,20,210,84,7,14,201,0.230769230769231,0.0418604651162791,91,215
20,40,2,3,2017-03-20,21,-20,-53,-19,52,43,26,25,205,63,45,78,153,-0.185185185185185,0.225108225108225,108,231
20,80,2,3,2017-03-20,22,20,-59,-30,43,127,25,113,286,107,55,172,243,0.123456790123457,0.103614457831325,162,415
40,0,2,3,2017-03-20,23,49,0,-39,0,235,156,0,0,186,195,0,0,0.128608923884514,NA,381,0
40,20,2,3,2017-03-20,24,64,-55,8,51,225,83,0,267,161,75,55,216,0.271186440677966,0.188191881918819,236,271
40,40,2,3,2017-03-20,25,-73,-20,72,15,135,197,9,152,208,125,29,137,-0.219219219219219,0.0903614457831325,333,166
40,80,2,3,2017-03-20,26,52,-4,-36,1,258,71,0,75,206,107,4,74,0.166134185303514,0.0128205128205128,313,78
80,0,2,3,2017-03-20,27,-20,0,-11,0,231,244,0,0,251,255,0,0,-0.0395256916996047,NA,506,0
80,20,2,3,2017-03-20,28,5,-3,-11,9,252,145,13,191,247,156,16,182,0.0124069478908189,0.0454545454545455,403,198
80,40,2,3,2017-03-20,29,44,-15,-39,14,260,152,1,97,216,191,16,83,0.108108108108108,0.141414141414141,407,99
80,80,2,3,2017-03-20,30,2,2,2,-1,12,73,13,302,10,71,11,303,0.0246913580246914,-0.00318471337579618,81,314
0,20,3,3,2017-03-27,31,0,6,0,6,0,0,160,158,0,0,154,152,NA,0.0196078431372549,0,306
0,40,3,3,2017-03-27,32,0,-1,0,14,0,0,224,264,0,0,225,250,NA,0.0294736842105263,0,475
0,80,3,3,2017-03-27,33,0,-7,0,-1,0,0,109,84,0,0,116,85,NA,-0.00497512437810945,0,201
20,0,3,3,2017-03-27,34,3,0,8,0,161,133,0,0,158,125,0,0,0.0106007067137809,NA,283,0
20,20,3,3,2017-03-27,35,8,-7,13,0,108,61,98,144,100,48,105,144,0.0540540540540541,0,148,249
20,40,3,3,2017-03-27,36,3,175,-3,-10,56,10,277,305,53,13,102,315,0.0454545454545455,-0.0239808153477218,66,417
20,80,3,3,2017-03-27,37,18,7,-2,-19,193,2,54,337,175,4,47,356,0.100558659217877,-0.0471464019851117,179,403
40,0,3,3,2017-03-27,38,-24,0,27,0,193,190,0,0,217,163,0,0,-0.0631578947368421,NA,380,0
40,20,3,3,2017-03-27,39,2,-5,46,3,69,169,151,32,67,123,156,29,0.0105263157894737,0.0162162162162162,190,185
40,40,3,3,2017-03-27,40,-12,-20,12,-136,55,64,62,62,67,52,82,198,-0.100840336134454,-0.485714285714286,119,280
40,80,3,3,2017-03-27,41,4,-5,-34,7,149,29,16,181,145,63,21,174,0.0192307692307692,0.0358974358974359,208,195
80,0,3,3,2017-03-27,42,-56,0,49,0,10,128,0,0,66,79,0,0,-0.386206896551724,NA,145,0
80,20,3,3,2017-03-27,43,0,-33,13,26,132,92,9,94,132,79,42,68,0,0.236363636363636,211,110
80,40,3,3,2017-03-27,44,43,-2,-41,1,175,63,40,52,132,104,42,51,0.182203389830508,0.010752688172043,236,93
80,80,3,3,2017-03-27,45,-36,-12,23,4,2,65,13,212,38,42,25,208,-0.45,0.0171673819742489,80,233
0,20,4,3,2017-03-27,46,0,-11,0,6,0,0,148,246,0,0,159,240,NA,0.0150375939849624,0,399
0,40,4,3,2017-03-27,47,0,-16,0,-2,0,0,97,245,0,0,113,247,NA,-0.00555555555555556,0,360
0,80,4,3,2017-03-27,48,0,6,0,6,0,0,190,351,0,0,184,345,NA,0.0113421550094518,0,529
20,0,4,3,2017-03-27,49,24,0,-23,0,176,152,0,0,152,175,0,0,0.073394495412844,NA,327,0
20,20,4,3,2017-03-27,50,6,-9,-11,10,74,11,29,151,68,22,38,141,0.0666666666666667,0.0558659217877095,90,179
20,40,4,3,2017-03-27,51,-14,-32,18,27,19,52,48,215,33,34,80,188,-0.208955223880597,0.100746268656716,67,268
20,80,4,3,2017-03-27,52,16,2,17,-8,106,94,81,136,90,77,79,144,0.0958083832335329,-0.0358744394618834,167,223
40,0,4,3,2017-03-27,53,-3,0,10,0,110,112,0,0,113,102,0,0,-0.013953488372093,NA,215,0
40,20,4,3,2017-03-27,54,9,-129,-23,113,73,75,8,131,64,98,137,18,0.0555555555555556,0.729032258064516,162,155
40,40,4,3,2017-03-27,55,42,25,-37,-13,126,4,88,124,84,41,63,137,0.336,-0.065,125,200
40,80,4,3,2017-03-27,56,-2,-32,10,20,3,20,46,206,5,10,78,186,-0.133333333333333,0.0757575757575758,15,264
80,0,4,3,2017-03-27,57,-60,0,98,0,4,214,0,0,64,116,0,0,-0.333333333333333,NA,180,0
80,20,4,3,2017-03-27,58,-52,-30,12,22,0,46,0,92,52,34,30,70,-0.604651162790698,0.22,86,100
80,40,4,3,2017-03-27,59,25,-113,-34,111,95,60,41,170,70,94,154,59,0.152439024390244,0.52112676056338,164,213
80,80,4,3,2017-03-27,60,-9,-26,20,43,33,46,33,185,42,26,59,142,-0.132352941176471,0.213930348258706,68,201
0,20,5,3,2017-04-03,61,0,-5,0,12,0,0,24,61,0,0,29,49,NA,0.153846153846154,0,78
0,40,5,3,2017-04-03,62,0,-14,0,24,0,0,172,246,0,0,186,222,NA,0.0588235294117647,0,408
0,80,5,3,2017-04-03,63,0,1,0,5,0,0,127,280,0,0,126,275,NA,0.0124688279301746,0,401
20,0,5,3,2017-04-03,64,23,0,-16,0,147,89,0,0,124,105,0,0,0.100436681222707,NA,229,0
20,20,5,3,2017-04-03,65,2,-3,1,1,135,62,17,182,133,61,20,181,0.0103092783505155,0.00497512437810945,194,201
20,40,5,3,2017-04-03,66,2,3,10,2,89,71,85,217,87,61,82,215,0.0135135135135135,0.00673400673400673,148,297
20,80,5,3,2017-04-03,67,20,-4,3,2,195,52,0,149,175,49,4,147,0.0892857142857143,0.0132450331125828,224,151
40,0,5,3,2017-04-03,68,-5,1,18,0,150,185,1,0,155,167,0,0,-0.015527950310559,NA,322,0
40,20,5,3,2017-04-03,69,3,0,0,1,199,145,10,140,196,145,10,139,0.00879765395894428,0.00671140939597315,341,149
40,40,5,3,2017-04-03,70,32,-2,-26,-13,183,71,12,125,151,97,14,138,0.129032258064516,-0.0855263157894737,248,152
40,80,5,3,2017-04-03,71,105,-162,-79,163,169,70,42,209,64,149,204,46,0.492957746478873,0.652,213,250
80,0,5,3,2017-04-03,72,11,1,-9,1,218,175,1,1,207,184,0,0,0.0281329923273657,Inf,391,0
80,20,5,3,2017-04-03,73,32,0,-35,2,253,63,4,92,221,98,4,90,0.100313479623824,0.0212765957446809,319,94
80,40,5,3,2017-04-03,74,6,-3,-8,22,252,151,4,96,246,159,7,74,0.0148148148148148,0.271604938271605,405,81
80,80,5,3,2017-04-03,75,34,-3,3,2,220,127,25,174,186,124,28,172,0.109677419354839,0.01,310,200
0,20,6,3,2017-04-03,76,0,-43,0,50,0,0,86,67,0,0,129,17,NA,0.342465753424658,0,146
0,40,6,3,2017-04-03,77,0,19,0,-5,0,0,140,76,0,0,121,81,NA,-0.0247524752475248,0,202
0,80,6,3,2017-04-03,78,0,0,0,6,0,0,61,108,0,0,61,102,NA,0.0368098159509202,0,163
20,0,6,3,2017-04-03,79,-60,0,85,0,43,194,0,0,103,109,0,0,-0.283018867924528,NA,212,0
20,20,6,3,2017-04-03,80,2,-3,4,-1,165,143,29,73,163,139,32,74,0.00662251655629139,-0.00943396226415094,302,106
20,40,6,3,2017-04-03,81,16,-1,-15,7,186,56,37,270,170,71,38,263,0.0663900414937759,0.0232558139534884,241,301
20,80,6,3,2017-04-03,82,84,-51,-67,49,160,42,74,119,76,109,125,70,0.454054054054054,0.251282051282051,185,195
40,0,6,3,2017-04-03,83,-19,0,32,0,183,202,0,0,202,170,0,0,-0.0510752688172043,NA,372,0
40,20,6,3,2017-04-03,84,-37,0,35,1,169,187,6,67,206,152,6,66,-0.103351955307263,0.0138888888888889,358,72
40,40,6,3,2017-04-03,85,-12,-7,12,1,81,99,10,142,93,87,17,141,-0.0666666666666667,0.00632911392405063,180,158
40,80,6,3,2017-04-03,86,17,-14,-12,-9,169,53,124,278,152,65,138,287,0.0783410138248848,-0.0211764705882353,217,425
80,0,6,3,2017-04-03,87,-6,0,17,1,190,224,0,1,196,207,0,0,-0.0148883374689826,Inf,403,0
80,20,6,3,2017-04-03,88,-5,0,15,-13,198,185,4,29,203,170,4,42,-0.0134048257372654,-0.282608695652174,373,46
80,40,6,3,2017-04-03,89,-71,-5,4,9,132,136,5,127,203,132,10,118,-0.211940298507463,0.0703125,335,128
80,80,6,3,2017-04-03,90,18,-3,8,13,178,55,72,199,160,47,75,186,0.0869565217391304,0.0498084291187739,207,261
0,20,7,3,2017-04-10,91,0,-5,0,13,0,0,58,193,0,0,63,180,NA,0.0534979423868313,0,243
0,40,7,3,2017-04-10,92,0,-3,0,1,0,0,70,264,0,0,73,263,NA,0.00297619047619048,0,336
0,80,7,3,2017-04-10,93,0,1,0,12,0,0,15,344,0,0,14,332,NA,0.0346820809248555,0,346
20,0,7,3,2017-04-10,94,37,0,-25,0,207,135,0,0,170,160,0,0,0.112121212121212,NA,330,0
20,20,7,3,2017-04-10,95,20,-11,128,-140,166,172,8,8,146,44,19,148,0.105263157894737,-0.838323353293413,190,167
20,40,7,3,2017-04-10,96,2,-2,1,3,138,77,111,228,136,76,113,225,0.00943396226415094,0.00887573964497041,212,338
20,80,7,3,2017-04-10,97,58,7,-25,-3,69,5,111,324,11,30,104,327,1.41463414634146,-0.00696055684454756,41,431
40,0,7,3,2017-04-10,98,23,0,-29,0,188,157,0,0,165,186,0,0,0.0655270655270655,NA,351,0
40,20,7,3,2017-04-10,99,27,-18,-7,18,132,35,2,165,105,42,20,147,0.183673469387755,0.107784431137725,147,167
40,40,7,3,2017-04-10,100,7,6,-10,17,175,29,58,284,168,39,52,267,0.0338164251207729,0.0532915360501567,207,319
40,80,7,3,2017-04-10,101,35,4,-14,-2,160,52,34,120,125,66,30,122,0.183246073298429,-0.0131578947368421,191,152
80,0,7,3,2017-04-10,102,-2,0,-3,0,32,161,0,0,34,164,0,0,-0.0101010101010101,NA,198,0
80,20,7,3,2017-04-10,103,3,-8,29,4,130,137,6,78,127,108,14,74,0.0127659574468085,0.0454545454545455,235,88
80,40,7,3,2017-04-10,104,6,-7,16,23,218,116,0,149,212,100,7,126,0.0192307692307692,0.172932330827068,312,133
80,80,7,3,2017-04-10,105,45,-12,6,57,197,80,26,225,152,74,38,168,0.199115044247788,0.276699029126214,226,206
0,20,8,3,2017-04-10,106,0,53,0,-35,0,0,207,166,0,0,154,201,NA,-0.0985915492957746,0,355
0,40,8,3,2017-04-10,107,0,3,0,-5,0,0,81,210,0,0,78,215,NA,-0.0170648464163823,0,293
0,80,8,3,2017-04-10,108,0,41,0,-5,0,0,336,307,0,0,295,312,NA,-0.00823723228995058,0,607
20,0,8,3,2017-04-10,109,18,0,-28,0,211,210,0,0,193,238,0,0,0.0417633410672854,NA,431,0
20,20,8,3,2017-04-10,110,29,-9,-18,2,189,43,19,214,160,61,28,212,0.131221719457014,0.00833333333333333,221,240
20,40,8,3,2017-04-10,111,-4,-2,-12,-5,133,52,66,273,137,64,68,278,-0.0199004975124378,-0.0144508670520231,201,346
20,80,8,3,2017-04-10,112,-10,-8,-11,-7,62,23,243,318,72,34,251,325,-0.0943396226415094,-0.0121527777777778,106,576
40,0,8,3,2017-04-10,113,2,0,-15,0,203,175,0,0,201,190,0,0,0.0051150895140665,NA,391,0
40,20,8,3,2017-04-10,114,8,-38,2,30,98,75,6,189,90,73,44,159,0.049079754601227,0.147783251231527,163,203
40,40,8,3,2017-04-10,115,16,-4,-13,-1,183,104,21,167,167,117,25,168,0.0563380281690141,-0.00518134715025907,284,193
40,80,8,3,2017-04-10,116,34,5,-28,-6,166,33,100,152,132,61,95,158,0.176165803108808,-0.0237154150197628,193,253
80,0,8,3,2017-04-10,117,38,0,-47,0,250,141,0,0,212,188,0,0,0.095,NA,400,0
80,20,8,3,2017-04-10,118,-38,-6,17,4,223,153,8,87,261,136,14,83,-0.0957178841309824,0.0412371134020619,397,97
80,40,8,3,2017-04-10,119,14,-16,-9,13,211,88,26,253,197,97,42,240,0.0476190476190476,0.0460992907801418,294,282
80,80,8,3,2017-04-10,120,56,-1,-4,3,212,74,71,265,156,78,72,262,0.239316239316239,0.00898203592814371,234,334
0,20,9,3,2017-04-17,121,0,-5,0,9,0,0,69,80,0,0,74,71,NA,0.0620689655172414,0,145
0,40,9,3,2017-04-17,122,0,-9,0,1,0,0,109,217,0,0,118,216,NA,0.0029940119760479,0,334
0,80,9,3,2017-04-17,123,0,4,0,-8,0,0,107,98,0,0,103,106,NA,-0.0382775119617225,0,209
20,0,9,3,2017-04-17,124,26,0,-10,0,184,139,0,0,158,149,0,0,0.0846905537459283,NA,307,0
20,20,9,3,2017-04-17,125,29,3,-19,5,100,54,118,189,71,73,115,184,0.201388888888889,0.0167224080267559,144,299
20,40,9,3,2017-04-17,126,8,-13,-4,-5,105,70,117,246,97,74,130,251,0.0467836257309941,-0.0131233595800525,171,381
20,80,9,3,2017-04-17,127,19,-19,325,-292,110,355,126,48,91,30,145,340,0.15702479338843,-0.602061855670103,121,485
40,0,9,3,2017-04-17,128,-68,0,84,0,39,171,0,0,107,87,0,0,-0.350515463917526,NA,194,0
40,20,9,3,2017-04-17,129,-9,-58,18,61,19,44,25,175,28,26,83,114,-0.166666666666667,0.309644670050761,54,197
40,40,9,3,2017-04-17,130,13,-23,-9,19,194,91,13,147,181,100,36,128,0.0462633451957295,0.115853658536585,281,164
40,80,9,3,2017-04-17,131,-148,126,-20,12,11,83,177,148,159,103,51,136,-0.564885496183206,0.0641711229946524,262,187
80,0,9,3,2017-04-17,132,-8,0,14,0,158,212,0,0,166,198,0,0,-0.021978021978022,NA,364,0
80,20,9,3,2017-04-17,133,-67,-4,61,4,8,154,9,129,75,93,13,125,-0.398809523809524,0.0289855072463768,168,138
80,40,9,3,2017-04-17,134,-40,-21,40,17,30,113,23,177,70,73,44,160,-0.27972027972028,0.0833333333333333,143,204
80,80,9,3,2017-04-17,135,71,10,-64,-14,245,46,35,151,174,110,25,165,0.25,-0.0736842105263158,284,190
0,20,10,3,2017-04-17,136,0,-56,0,67,0,0,39,189,0,0,95,122,NA,0.308755760368664,0,217
0,40,10,3,2017-04-17,137,0,0,0,194,0,0,184,261,0,0,184,67,NA,0.772908366533865,0,251
0,80,10,3,2017-04-17,138,0,-33,0,37,0,0,0,153,0,0,33,116,NA,0.248322147651007,0,149
20,0,10,3,2017-04-17,139,6,0,10,0,157,143,0,0,151,133,0,0,0.0211267605633803,NA,284,0
20,20,10,3,2017-04-17,140,47,1,-47,11,178,89,45,108,131,136,44,97,0.176029962546816,0.0780141843971631,267,141
20,40,10,3,2017-04-17,141,45,4,-35,6,140,15,39,273,95,50,35,267,0.310344827586207,0.0198675496688742,145,302
20,80,10,3,2017-04-17,142,14,139,-8,-153,149,49,256,63,135,57,117,216,0.0729166666666667,-0.459459459459459,192,333
40,0,10,3,2017-04-17,143,-4,0,17,0,140,121,0,0,144,104,0,0,-0.0161290322580645,NA,248,0
40,20,10,3,2017-04-17,144,-6,-14,-81,104,229,75,10,167,235,156,24,63,-0.0153452685421995,1.19540229885057,391,87
40,40,10,3,2017-04-17,145,17,-17,-10,17,189,84,50,179,172,94,67,162,0.0639097744360902,0.074235807860262,266,229
40,80,10,3,2017-04-17,146,4,-20,1,12,195,103,47,169,191,102,67,157,0.0136518771331058,0.0535714285714286,293,224
80,0,10,3,2017-04-17,147,19,0,3,0,208,206,0,0,189,203,0,0,0.048469387755102,NA,392,0
80,20,10,3,2017-04-17,148,36,2,-3,3,177,153,61,72,141,156,59,69,0.121212121212121,0.0234375,297,128
80,40,10,3,2017-04-17,149,6,-13,2,18,174,108,60,193,168,106,73,175,0.0218978102189781,0.0725806451612903,274,248
80,80,10,3,2017-04-17,150,15,1,-25,42,89,0,92,165,74,25,91,123,0.151515151515152,0.196261682242991,99,214
