"patch1.before","patch2.before","patch1.after","patch2.after","patch1.other.before","patch2.other.before"
89,68,74,83,76,16
92,57,76,73,67,21
79,60,71,68,70,19
61,52,52,61,62,20
71,68,64,75,73,22
88,46,73,61,69,17
98,47,84,61,67,24
90,51,79,62,69,18
92,52,77,67,74,17
71,48,57,62,75,23
78,51,61,68,72,14
80,51,69,62,65,19
69,50,63,56,71,23
76,57,57,76,85,23
109,55,92,72,57,21
74,60,60,74,65,15
55,49,49,55,71,20
90,59,66,83,78,17
53,43,43,53,72,21
86,43,72,57,68,12
96,54,79,71,65,26
73,54,61,66,73,26
73,48,69,52,61,26
56,59,48,67,63,19
85,36,71,50,71,25
71,57,59,69,64,16
75,55,66,64,60,16
91,53,72,72,78,22
77,47,70,54,57,26
98,48,81,65,64,16
73,41,48,66,75,14
84,52,71,65,63,22
81,42,68,55,66,18
81,43,65,59,67,14
90,55,78,67,64,27
67,60,54,73,80,21
80,49,66,63,72,26
83,51,73,61,72,24
70,56,60,66,72,21
73,39,57,55,68,21
77,43,60,60,62,25
70,59,62,67,70,25
79,46,63,62,69,19
71,65,60,76,79,22
83,46,61,68,78,22
68,57,55,70,77,23
82,41,65,58,72,20
83,44,63,64,71,16
81,37,64,54,71,19
81,45,67,59,63,18
81,32,59,54,71,17
86,41,72,55,55,28
82,53,58,77,77,18
79,38,54,63,80,12
89,54,72,71,70,19
81,57,65,73,69,23
73,57,56,74,69,14
85,52,63,74,78,12
74,55,63,66,53,17
83,53,66,70,74,20
66,48,59,55,61,29
96,41,83,54,59,19
93,49,79,63,65,27
76,41,56,61,76,21
65,54,57,62,63,17
79,43,60,62,75,25
79,62,70,71,64,24
89,52,67,74,77,20
89,49,63,75,76,19
72,59,55,76,77,21
86,47,66,67,79,26
94,51,88,57,59,20
94,53,79,68,76,16
76,45,61,60,68,20
86,48,62,72,75,20
84,45,77,52,52,23
101,55,82,74,74,25
71,60,63,68,64,24
69,62,59,72,72,26
76,50,56,70,90,18
83,57,73,67,61,19
87,51,70,68,71,27
103,53,87,69,70,20
78,47,67,58,51,19
76,48,65,59,65,14
62,48,52,58,68,23
75,40,48,67,72,14
84,49,71,62,77,28
83,53,65,71,76,14
91,54,78,67,67,23
74,41,56,59,78,21
77,53,54,76,92,16
84,46,67,63,60,21
67,62,58,71,71,19
80,51,62,69,77,23
88,47,68,67,77,20
76,63,66,73,82,21
71,60,59,72,78,25
85,57,71,71,59,20
94,51,76,69,74,23
84,52,61,75,74,16
79,50,70,59,54,21
93,38,73,58,68,14
69,51,56,64,71,13
73,55,54,74,73,21
83,59,66,76,79,14
72,55,66,61,65,24
74,41,62,53,67,26
80,54,59,75,76,13
75,57,58,74,77,20
67,53,43,77,79,17
83,52,72,63,63,19
76,57,65,68,69,14
89,53,73,69,78,24
73,59,63,69,70,19
79,57,67,69,71,13
72,60,65,67,69,27
70,41,53,58,81,14
72,59,64,67,73,16
91,46,73,64,82,17
78,54,65,67,62,22
71,56,56,71,80,24
88,47,73,62,81,24
78,45,71,52,65,16
70,57,58,69,72,10
83,50,72,61,66,21
70,45,58,57,61,25
81,49,62,68,68,14
87,56,74,69,59,20
87,52,79,60,67,23
83,44,68,59,78,20
90,57,71,76,76,18
72,47,58,61,58,15
96,50,87,59,66,30
75,73,62,86,82,22
68,57,61,64,59,16
72,56,58,70,67,22
70,49,60,59,59,26
84,45,66,63,68,17
69,47,63,53,56,14
90,50,75,65,65,20
94,64,82,76,65,14
90,50,79,61,63,22
78,44,62,60,78,16
83,56,76,63,66,25
78,59,72,65,75,18
76,44,52,68,77,14
81,45,68,58,55,15
83,53,71,65,72,15
94,49,83,60,54,20
65,50,53,62,75,26
80,41,68,53,57,14
96,58,88,66,68,27
67,50,55,62,65,18
84,44,67,61,72,23
87,42,66,63,72,18
67,55,59,63,68,23
90,45,70,65,75,21
77,52,62,67,70,14
84,57,67,74,64,18
80,38,63,55,81,21
62,61,56,67,52,26
71,43,50,64,69,17
80,44,69,55,67,19
86,63,74,75,56,18
87,53,64,76,79,18
71,45,58,58,74,19
76,43,54,65,77,19
88,47,70,65,70,21
66,55,60,61,60,22
60,55,49,66,67,22
87,39,75,51,62,17
76,48,43,81,101,22
95,47,79,63,69,25
80,46,58,68,85,20
74,53,61,66,64,23
76,50,59,67,74,17
84,44,71,57,64,21
94,53,76,71,73,25
88,54,82,60,52,13
71,62,63,70,67,22
73,51,70,54,53,14
79,57,63,73,65,26
87,35,71,51,59,17
98,55,80,73,76,23
73,46,54,65,69,26
71,51,59,63,71,21
74,43,60,57,67,19
75,46,62,59,73,12
79,49,68,60,73,27
70,46,62,54,62,18
76,53,68,61,51,25
72,55,66,61,65,12
76,55,63,68,62,16
66,47,62,51,42,28
76,45,59,62,79,16
77,39,66,50,63,16
85,58,76,67,66,23
65,48,59,54,60,18
78,44,65,57,67,21
85,53,76,62,65,18
90,38,52,76,84,15
83,45,61,67,71,18
74,59,69,64,57,18
77,47,66,58,67,19
88,55,80,63,60,18
85,55,72,68,78,27
86,42,66,62,72,19
83,41,66,58,76,16
69,50,56,63,84,18
80,38,55,63,90,22
70,58,59,69,55,23
95,50,80,65,62,18
69,56,63,62,78,26
77,61,71,67,61,28
75,57,60,72,82,15
91,46,73,64,81,16
72,52,55,69,85,12
72,45,45,72,93,20
68,53,57,64,75,31
85,54,75,64,66,13
94,63,84,73,65,21
76,41,61,56,79,16
72,48,54,66,69,21
81,63,70,74,58,20
95,44,81,58,59,16
77,52,63,66,73,17
82,53,70,65,64,17
79,45,67,57,56,24
82,60,67,75,80,23
86,44,67,63,66,27
61,39,51,49,81,22
89,49,71,67,79,19
73,64,63,74,61,16
76,40,65,51,72,17
84,52,72,64,68,24
100,46,79,67,88,24
78,46,61,63,64,18
97,51,76,72,76,20
67,42,62,47,55,20
78,62,59,81,94,20
77,57,64,70,68,18
73,59,65,67,59,24
77,38,63,52,68,22
82,50,70,62,70,24
69,59,61,67,69,26
99,52,79,72,70,26
75,57,67,65,67,21
91,50,73,68,77,18
79,41,71,49,53,17
72,39,56,55,63,10
91,58,79,70,62,22
88,48,82,54,57,28
76,59,67,68,74,13
74,43,55,62,73,22
77,53,69,61,71,14
90,43,78,55,65,20
97,61,83,75,77,21
82,58,71,69,62,10
92,55,76,71,73,17
71,45,63,53,67,12
68,60,59,69,73,21
73,48,62,59,61,15
84,50,62,72,76,17
76,52,66,62,60,17
62,44,43,63,72,18
83,43,63,63,62,20
91,42,70,63,77,23
96,50,80,66,73,18
77,70,71,76,73,24
92,56,72,76,78,17
86,62,72,76,89,23
79,56,69,66,70,25
75,42,56,61,71,14
84,50,72,62,68,23
71,65,59,77,69,28
93,49,72,70,76,21
78,42,60,60,71,17
82,40,63,59,65,22
81,50,64,67,74,23
83,45,62,66,82,19
72,45,53,64,75,29
86,51,73,64,58,20
91,44,60,75,77,17
82,53,65,70,75,12
88,41,66,63,73,8
82,45,61,66,79,18
92,60,66,86,86,23
95,49,75,69,81,19
80,50,70,60,66,20
68,63,60,71,70,16
76,56,59,73,70,16
74,55,59,70,71,16
84,50,69,65,75,26
85,46,69,62,67,19
86,51,65,72,76,26
68,43,60,51,68,16
87,48,71,64,71,20
82,47,67,62,75,21
68,48,59,57,66,25
87,43,64,66,75,17
75,49,54,70,73,18
73,58,59,72,75,18
92,53,75,70,66,18
68,53,62,59,65,18
76,54,70,60,71,28
59,49,41,67,77,14
98,45,86,57,74,24
73,50,61,62,61,27
77,51,58,70,88,18
74,49,52,71,77,20
74,56,61,69,75,19
78,54,70,62,65,22
65,47,55,57,70,16
89,55,77,67,75,21
87,52,77,62,72,22
76,39,54,61,79,14
79,55,74,60,54,20
88,38,70,56,68,14
88,49,73,64,63,19
78,37,65,50,58,22
83,54,67,70,74,15
98,52,88,62,60,20
69,52,52,69,81,25
85,55,69,71,70,19
103,45,87,61,66,22
78,45,65,58,62,16
74,59,61,72,74,18
72,57,66,63,65,19
77,47,55,69,79,17
79,45,64,60,77,10
74,43,64,53,81,22
74,55,56,73,81,15
81,57,68,70,62,29
71,38,53,56,65,15
83,56,75,64,66,24
76,57,65,68,56,16
92,53,76,69,70,20
78,46,61,63,69,20
70,63,62,71,61,20
66,46,55,57,85,16
85,44,69,60,70,12
83,55,72,66,54,15
70,51,57,64,65,16
56,60,50,66,73,19
77,56,70,63,73,14
75,47,60,62,77,19
75,47,61,61,79,19
77,52,63,66,76,30
85,53,70,68,64,15
83,45,59,69,87,18
72,44,61,55,64,19
88,55,65,78,71,14
63,41,38,66,86,15
72,45,62,55,70,18
73,44,58,59,75,18
82,52,77,57,46,20
71,42,56,57,75,20
72,50,53,69,69,17
69,46,52,63,82,24
78,35,53,60,76,9
87,53,71,69,83,15
85,45,76,54,66,24
81,46,56,71,80,8
62,48,50,60,66,25
90,39,69,60,68,16
92,55,70,77,67,11
72,56,64,64,67,15
87,46,69,64,74,21
81,55,74,62,60,22
92,60,77,75,68,19
81,47,67,61,64,27
82,49,63,68,71,22
87,63,72,78,75,22
84,61,67,78,65,16
79,47,75,51,66,23
71,56,68,59,63,29
81,47,72,56,54,23
65,55,54,66,65,18
78,55,55,78,83,13
83,51,66,68,81,21
70,59,54,75,68,17
73,47,64,56,57,14
87,48,60,75,83,18
77,50,66,61,67,17
73,63,68,68,77,24
83,47,74,56,49,14
83,51,73,61,62,20
78,41,63,56,60,13
75,55,61,69,64,19
87,48,73,62,60,19
83,46,66,63,71,20
85,42,71,56,73,29
82,46,71,57,69,20
76,61,70,67,64,14
93,55,75,73,72,19
91,51,79,63,69,16
93,50,76,67,83,23
72,60,57,75,62,23
70,41,53,58,68,22
95,47,74,68,82,14
90,46,74,62,75,27
90,53,70,73,79,20
78,53,72,59,67,20
72,49,59,62,72,28
91,48,74,65,60,15
74,62,55,81,74,24
85,55,72,68,54,27
75,39,58,56,66,24
71,57,49,79,82,14
86,43,77,52,59,25
102,58,85,75,78,21
83,42,69,56,68,15
64,40,57,47,60,18
92,46,75,63,74,24
81,41,62,60,62,15
58,61,44,75,74,20
66,48,61,53,51,19
101,43,83,61,73,15
88,59,73,74,71,19
80,64,73,71,60,15
83,51,67,67,72,22
69,47,58,58,68,17
73,46,45,74,97,22
69,52,56,65,62,24
78,54,64,68,70,22
71,52,50,73,75,19
85,57,68,74,73,22
85,39,72,52,67,29
72,46,60,58,68,11
78,57,70,65,63,25
72,47,58,61,74,25
64,47,40,71,81,17
109,52,90,71,66,17
64,49,56,57,61,20
78,53,57,74,79,15
80,52,66,66,78,29
78,43,71,50,64,20
79,59,67,71,72,15
104,46,79,71,72,25
80,48,64,64,72,18
71,49,56,64,84,17
86,54,64,76,78,11
81,57,64,74,77,25
90,52,73,69,67,16
69,45,40,74,91,13
74,55,63,66,73,21
70,46,52,64,84,17
84,45,69,60,63,19
78,55,72,61,63,28
83,43,69,57,68,22
76,48,67,57,68,15
77,54,61,70,74,14
64,60,62,62,51,20
73,67,57,83,96,11
77,49,64,62,71,22
71,45,64,52,58,25
82,46,62,66,72,11
79,53,69,63,65,16
70,43,57,56,66,17
79,49,67,61,64,19
83,41,68,56,78,20
77,44,53,68,62,18
78,36,64,50,64,16
93,52,80,65,71,14
83,62,75,70,66,20
88,59,79,68,68,22
79,42,63,58,74,16
83,41,69,55,67,24
78,47,60,65,68,26
73,60,65,68,64,23
83,51,72,62,73,26
80,42,71,51,62,16
89,54,80,63,61,31
68,57,63,62,53,18
61,67,54,74,56,13
66,47,55,58,80,25
80,49,65,64,71,13
85,53,74,64,74,13
85,60,73,72,65,22
81,45,65,61,70,22
83,48,61,70,82,15
87,52,66,73,74,19
66,54,49,71,77,16
84,47,66,65,77,14
87,49,70,66,88,16
82,46,62,66,81,20
80,41,61,60,67,13
88,43,61,70,86,14
88,56,71,73,78,17
72,59,61,70,57,11
97,39,81,55,62,15
86,52,69,69,73,26
69,58,57,70,66,17
73,49,57,65,75,19
85,45,67,63,81,23
77,50,61,66,70,17
77,53,61,69,68,23
60,44,47,57,79,16
66,49,49,66,75,22
90,64,70,84,74,17
59,52,49,62,78,22
89,55,76,68,79,16
89,48,74,63,74,27
68,56,60,64,59,20
82,49,54,77,97,20
98,49,86,61,67,25
73,47,56,64,69,22
81,51,66,66,66,29
81,46,74,53,47,17
88,41,75,54,61,22
65,43,56,52,60,21
97,40,74,63,63,20
81,40,66,55,67,19
76,41,55,62,73,16
80,40,61,59,65,15
59,48,45,62,66,25
79,60,65,74,80,11
90,72,70,92,73,12
81,54,72,63,60,14
84,43,62,65,63,17
78,44,69,53,66,24
79,45,67,57,64,19
74,45,56,63,76,20
63,64,58,69,58,27
87,44,67,64,70,10
81,47,63,65,66,13
68,51,61,58,64,24
95,44,76,63,78,23
79,40,59,60,69,22
85,48,73,60,73,22
73,45,54,64,85,19
77,38,52,63,74,14
87,57,74,70,60,14
88,60,60,88,90,13
93,34,70,57,62,11
93,48,76,65,75,13
73,49,53,69,85,25
62,48,49,61,76,21
97,42,84,55,69,24
70,59,62,67,67,16
73,49,58,64,77,21
94,43,69,68,73,15
68,50,59,59,70,19
79,37,54,62,77,20
68,45,47,66,77,16
81,64,78,67,57,31
84,53,63,74,63,19
86,44,74,56,53,20
77,41,56,62,94,16
86,46,76,56,67,14
90,46,67,69,84,13
72,47,57,62,76,19
68,41,55,54,70,14
72,48,56,64,78,17
69,49,52,66,84,18
78,51,68,61,71,21
74,47,64,57,68,26
73,39,51,61,76,14
92,50,81,61,68,17
67,46,55,58,67,22
85,37,69,53,72,22
83,46,66,63,70,12
86,44,71,59,64,18
90,62,80,72,66,23
74,47,49,72,87,14
71,50,53,68,81,26
85,50,65,70,74,22
85,55,70,70,72,15
88,52,76,64,56,18
77,56,65,68,56,16
86,44,69,61,80,18
73,41,64,50,64,24
72,50,51,71,79,27
74,32,59,47,77,21
87,46,70,63,72,18
84,53,78,59,57,17
85,56,80,61,55,17
75,62,65,72,73,21
79,51,65,65,73,21
59,44,50,53,66,20
84,43,67,60,71,28
88,39,57,70,75,18
79,54,64,69,65,27
72,47,58,61,71,20
72,48,67,53,54,19
84,42,71,55,75,20
84,50,60,74,85,22
75,54,61,68,75,17
89,40,61,68,70,13
72,56,66,62,60,24
73,49,60,62,84,25
69,30,55,44,65,22
81,54,70,65,67,17
83,60,65,78,77,21
78,51,69,60,69,23
88,40,71,57,57,21
84,47,69,62,67,17
91,51,73,69,71,21
81,34,69,46,61,21
81,58,74,65,61,19
80,43,62,61,62,21
79,52,61,70,78,16
82,49,65,66,73,23
91,58,80,69,55,18
69,44,54,59,78,19
70,60,65,65,73,17
66,43,51,58,72,17
94,57,78,73,73,21
79,45,66,58,64,22
73,59,62,70,80,22
68,52,54,66,69,18
67,48,58,57,67,19
64,59,54,69,80,28
82,51,65,68,71,16
94,48,82,60,74,23
83,47,64,66,67,21
71,51,66,56,57,21
86,52,80,58,65,25
85,51,68,68,71,14
83,42,69,56,64,21
78,55,63,70,75,21
84,48,57,75,82,15
74,48,60,62,55,19
71,50,55,66,83,18
78,47,65,60,69,13
68,41,57,52,62,20
87,49,72,64,70,21
73,49,54,68,73,20
70,44,51,63,95,22
76,59,55,80,64,16
88,49,80,57,69,30
85,56,81,60,55,21
77,49,62,64,77,22
80,44,59,65,78,20
95,62,87,70,68,19
92,47,72,67,77,26
94,38,59,73,98,19
92,57,79,70,69,19
90,44,81,53,66,23
85,37,75,47,52,38
90,43,75,58,65,25
98,55,74,79,72,14
68,54,58,64,70,20
88,54,79,63,60,22
76,45,58,63,73,14
84,66,76,74,53,24
86,55,70,71,72,22
76,56,52,80,89,15
87,52,77,62,64,17
78,52,69,61,67,23
79,61,74,66,58,23
71,47,52,66,90,20
70,50,51,69,80,18
65,49,59,55,65,15
84,55,77,62,62,21
79,47,65,61,55,26
91,53,76,68,58,17
81,58,77,62,76,28
84,55,69,70,71,35
77,48,60,65,76,28
66,53,56,63,67,24
64,36,40,60,85,20
81,55,60,76,87,21
85,50,68,67,72,19
76,48,57,67,81,24
73,47,62,58,71,20
70,55,59,66,72,18
80,52,66,66,64,12
100,59,83,76,76,26
81,54,65,70,84,21
74,45,53,66,82,16
80,50,70,60,74,21
98,45,87,56,67,23
77,49,66,60,62,16
92,48,73,67,66,13
68,49,62,55,59,20
71,44,55,60,72,15
76,57,60,73,88,22
101,45,85,61,75,27
66,41,60,47,67,33
80,50,63,67,59,14
79,53,70,62,60,11
82,60,73,69,62,27
70,40,57,53,78,17
83,43,66,60,73,23
76,50,64,62,70,15
85,56,71,70,82,24
93,43,70,66,72,25
73,48,58,63,67,24
80,50,70,60,63,28
72,65,61,76,62,14
71,53,59,65,68,13
74,40,54,60,82,24
70,47,58,59,61,26
78,48,66,60,74,27
90,47,73,64,71,21
88,52,77,63,66,12
75,42,59,58,88,24
68,48,47,69,73,9
74,57,65,66,67,16
81,49,65,65,79,16
99,51,78,72,63,22
62,47,59,50,62,22
71,44,59,56,68,24
74,46,57,63,75,35
68,51,53,66,87,17
76,60,65,71,76,21
69,48,60,57,64,23
83,49,65,67,76,14
72,43,62,53,53,16
75,56,60,71,68,14
74,47,52,69,92,17
77,53,61,69,80,23
86,46,69,63,53,23
77,42,58,61,76,26
73,62,65,70,70,18
90,35,61,64,79,18
71,49,59,61,74,18
71,64,59,76,60,17
81,45,72,54,70,18
70,44,50,64,80,11
78,55,72,61,61,27
81,53,72,62,63,21
73,50,65,58,69,21
85,49,77,57,67,21
77,41,56,62,67,22
77,42,65,54,58,14
84,53,74,63,68,23
79,57,67,69,82,20
66,46,50,62,72,17
81,40,61,60,66,28
89,46,77,58,64,27
84,56,65,75,83,20
74,57,58,73,77,20
80,52,67,65,67,17
74,41,46,69,78,16
83,49,73,59,68,18
84,53,72,65,75,31
93,46,72,67,72,23
95,57,82,70,65,13
76,50,71,55,64,18
87,44,71,60,73,17
90,46,64,72,81,24
80,63,75,68,64,22
71,46,46,71,74,19
72,40,57,55,77,18
69,54,44,79,92,16
80,46,64,62,75,11
64,53,55,62,68,21
80,58,64,74,82,25
75,52,67,60,60,15
81,44,66,59,59,20
84,53,73,64,60,18
72,46,57,61,64,18
84,35,61,58,75,18
86,54,75,65,62,16
81,52,72,61,63,22
82,55,67,70,70,16
66,57,55,68,75,21
77,47,64,60,64,16
71,56,60,67,74,17
71,52,57,66,80,26
80,56,65,71,66,22
80,41,62,59,67,16
77,42,64,55,73,12
81,47,66,62,66,18
75,54,70,59,65,21
73,54,68,59,64,24
84,43,59,68,77,18
88,58,68,78,66,17
87,48,79,56,75,30
75,45,57,63,84,18
93,40,80,53,56,16
76,60,68,68,55,17
81,37,60,58,77,14
86,70,72,84,75,16
85,51,77,59,70,28
89,51,76,64,60,20
84,39,68,55,69,24
81,61,68,74,77,13
76,56,64,68,73,21
86,39,69,56,63,14
84,54,70,68,70,24
71,47,54,64,83,13
89,48,75,62,78,19
70,54,51,73,87,25
89,54,79,64,61,9
88,44,66,66,75,12
88,52,68,72,75,13
79,48,66,61,78,27
85,47,72,60,60,16
87,60,77,70,66,24
59,47,41,65,72,17
67,55,55,67,75,15
94,54,70,78,74,24
86,46,77,55,71,16
88,48,69,67,65,26
85,52,74,63,80,22
89,55,75,69,60,18
84,55,72,67,69,21
80,47,70,57,73,23
70,43,51,62,84,19
79,39,60,58,79,11
86,44,68,62,68,23
73,49,60,62,65,24
88,42,67,63,73,18
88,51,73,66,51,13
81,51,62,70,59,15
89,61,73,77,79,22
74,57,63,68,69,19
65,60,50,75,66,20
67,42,53,56,77,16
61,48,50,59,76,14
82,59,63,78,75,16
68,38,59,47,56,17
70,43,58,55,68,17
72,46,58,60,70,20
79,61,71,69,73,23
77,59,62,74,89,24
90,57,69,78,76,16
88,44,65,67,82,22
84,40,72,52,67,33
79,53,74,58,55,28
85,53,59,79,85,12
83,40,64,59,85,30
98,52,88,62,62,20
79,48,68,59,58,25
85,52,77,60,60,15
99,50,87,62,51,19
85,49,73,61,77,19
64,46,54,56,78,27
85,44,60,69,73,14
64,55,55,64,70,22
83,47,74,56,54,13
82,42,63,61,73,23
90,46,77,59,69,21
78,40,65,53,71,20
97,54,86,65,64,18
82,42,65,59,63,26
73,44,59,58,71,21
87,46,70,63,80,27
79,42,53,68,84,10
85,58,74,69,70,27
80,59,75,64,67,25
92,46,66,72,74,19
68,56,54,70,76,26
71,47,57,61,75,20
76,34,60,50,70,16
81,45,58,68,70,21
76,53,58,71,75,17
80,55,70,65,70,21
87,66,73,80,70,14
67,43,51,59,82,18
72,49,54,67,70,17
82,50,64,68,65,20
84,69,77,76,68,21
78,56,70,64,64,20
82,42,52,72,94,14
75,43,60,58,70,21
64,35,53,46,60,14
74,54,65,63,67,22
72,38,54,56,70,29
68,43,65,46,50,23
92,42,81,53,54,16
92,40,74,58,68,19
87,46,70,63,78,17
89,47,71,65,69,12
109,49,88,70,78,24
85,50,73,62,54,26
87,42,68,61,78,30
95,48,74,69,81,19
61,58,55,64,65,21
64,48,55,57,75,18
87,53,72,68,69,17
86,55,75,66,66,23
93,51,80,64,70,20
88,57,78,67,72,20
88,50,71,67,68,24
77,39,63,53,63,16
89,55,83,61,45,17
91,66,78,79,72,25
78,66,71,73,65,22
82,56,67,71,64,14
73,59,64,68,71,20
82,52,73,61,59,19
58,64,50,72,69,18
77,58,65,70,65,21
83,58,70,71,74,20
82,41,63,60,79,13
71,48,50,69,92,21
75,54,60,69,82,18
71,57,57,71,73,19
77,49,65,61,70,20
80,53,65,68,79,24
55,55,46,64,78,24
73,42,63,52,67,23
112,51,95,68,70,19
99,48,82,65,69,26
81,54,62,73,81,16
81,44,74,51,58,17
