"patch1.before","patch2.before","patch1.after","patch2.after","patch1.other.before","patch2.other.before"
80,52,39,93,70,24
84,51,45,90,71,19
74,55,28,101,84,19
73,48,44,77,53,26
81,53,46,88,61,26
98,38,53,83,62,12
84,50,38,96,65,19
93,48,38,103,62,9
75,49,43,81,65,17
69,45,32,82,77,29
70,47,29,88,83,24
86,56,46,96,55,23
89,53,39,103,57,20
87,47,30,104,84,20
66,50,34,82,58,17
74,57,56,75,59,20
84,56,39,101,61,20
79,54,47,86,63,18
87,43,26,104,79,15
82,49,36,95,81,22
78,48,43,83,65,24
75,47,34,88,71,16
79,42,42,79,57,20
84,56,45,95,61,23
79,52,35,96,74,13
88,40,39,89,69,21
85,57,45,97,71,23
78,61,51,88,56,18
85,41,46,80,54,30
80,42,28,94,73,12
78,53,33,98,74,16
68,51,26,93,73,26
77,43,43,77,65,14
74,60,40,94,74,28
75,43,47,71,52,25
83,57,47,93,59,22
79,52,30,101,70,17
77,55,39,93,71,18
80,52,40,92,78,24
80,58,39,99,76,28
89,53,41,101,65,22
76,49,36,89,70,17
66,49,38,77,66,15
74,48,28,94,78,20
69,45,24,90,80,22
74,45,34,85,75,25
66,53,34,85,76,22
62,48,32,78,73,21
70,47,33,84,63,17
75,49,44,80,73,32
80,55,37,98,75,23
73,44,36,81,91,28
85,57,31,111,84,28
84,54,40,98,77,21
87,47,56,78,50,23
71,60,42,89,64,21
73,41,43,71,68,19
67,44,38,73,68,17
71,48,37,82,82,22
78,53,36,95,73,25
61,59,34,86,67,22
65,55,40,80,61,18
58,46,32,72,65,19
75,59,43,91,64,22
93,44,36,101,70,18
74,61,38,97,69,19
70,53,35,88,66,22
84,82,58,108,57,19
68,34,36,66,72,18
94,43,42,95,61,14
73,48,28,93,74,19
75,49,44,80,66,19
70,42,31,81,64,9
92,56,47,101,68,30
83,45,42,86,68,25
73,46,38,81,68,18
78,53,25,106,75,16
99,48,56,91,63,21
72,48,34,86,76,22
73,52,45,80,62,17
78,42,41,79,65,25
86,50,37,99,61,15
74,53,18,109,90,19
67,60,44,83,61,18
77,63,41,99,64,19
75,59,30,104,79,16
78,48,40,86,76,18
87,40,47,80,57,23
96,55,46,105,66,25
78,48,30,96,69,22
86,57,53,90,56,21
72,49,36,85,65,26
77,54,34,97,66,14
93,52,30,115,78,15
83,60,55,88,71,25
81,51,39,93,66,16
85,56,45,96,72,32
88,50,41,97,65,21
73,45,29,89,76,20
85,50,61,74,59,19
83,49,45,87,69,28
67,49,35,81,73,16
84,55,36,103,79,27
80,64,50,94,63,25
73,41,36,78,70,29
79,52,44,87,59,24
82,44,34,92,68,22
79,51,29,101,80,18
88,41,26,103,88,17
95,53,33,115,83,21
82,44,28,98,84,21
68,49,42,75,63,22
90,52,42,100,68,18
88,51,45,94,68,23
76,61,26,111,76,14
80,56,49,87,77,32
89,46,21,114,86,26
87,43,23,107,76,18
90,43,31,102,66,17
79,40,22,97,80,18
77,45,31,91,78,22
63,51,33,81,76,23
78,69,45,102,66,21
69,53,23,99,73,21
78,63,29,112,83,17
77,52,35,94,71,20
94,54,39,109,74,17
96,48,35,109,74,16
93,38,32,99,75,20
64,48,38,74,61,18
76,47,31,92,77,25
84,36,47,73,61,19
78,44,32,90,74,23
91,49,40,100,67,17
63,58,37,84,77,16
92,57,49,100,64,20
61,55,29,87,74,15
82,56,47,91,67,21
84,36,44,76,58,18
72,46,36,82,65,17
83,57,46,94,75,27
87,46,42,91,68,14
87,44,55,76,55,19
81,45,48,78,57,13
72,40,37,75,71,18
89,62,45,106,63,17
67,54,35,86,80,21
78,41,45,74,60,25
80,63,30,113,75,17
74,59,46,87,46,15
81,61,55,87,61,23
79,40,45,74,66,20
78,39,29,88,76,19
78,51,42,87,67,17
105,44,52,97,70,25
75,54,41,88,63,20
82,44,41,85,72,24
68,53,37,84,77,23
84,48,43,89,63,20
89,68,36,121,76,16
92,57,45,104,67,21
79,60,40,99,70,19
61,52,38,75,62,20
71,68,38,101,73,22
88,46,32,102,69,17
98,47,45,100,67,24
90,51,42,99,69,18
92,52,35,109,74,17
71,48,30,89,75,23
78,51,29,100,72,14
80,51,44,87,65,19
69,50,36,83,71,23
76,57,24,109,85,23
109,55,57,107,57,21
74,60,29,105,65,15
55,49,20,84,71,20
90,59,34,115,78,17
53,43,29,67,72,21
86,43,40,89,68,12
96,54,45,105,65,26
73,54,42,85,73,26
73,48,42,79,61,26
56,59,35,80,63,19
85,36,36,85,71,25
71,57,43,85,64,16
75,55,40,90,60,16
91,53,33,111,78,22
77,47,50,74,57,26
98,48,43,103,64,16
73,41,33,81,75,14
84,52,43,93,63,22
81,42,31,92,66,18
81,43,34,90,67,14
90,55,43,102,64,27
67,60,26,101,80,21
80,49,38,91,72,26
83,51,56,78,72,24
70,56,36,90,72,21
73,39,36,76,68,21
77,43,43,77,62,25
70,59,33,96,70,25
79,46,36,89,69,19
71,65,29,107,79,22
83,46,38,91,78,22
68,57,31,94,77,23
82,41,28,95,72,20
83,44,38,89,71,16
81,37,42,76,71,19
81,45,41,85,63,18
81,32,41,72,71,17
86,41,48,79,55,28
82,53,40,95,77,18
79,38,27,90,80,12
89,54,42,101,70,19
81,57,38,100,69,23
73,57,32,98,69,14
85,52,33,104,78,12
74,55,38,91,53,17
83,53,34,102,74,20
66,48,41,73,61,29
96,41,58,79,59,19
93,49,51,91,65,27
76,41,37,80,76,21
65,54,30,89,63,17
79,43,31,91,75,25
79,62,45,96,64,24
89,52,35,106,77,20
89,49,38,100,76,19
72,59,30,101,77,21
86,47,40,93,79,26
94,51,55,90,59,20
94,53,36,111,76,16
76,45,36,85,68,20
86,48,41,93,75,20
84,45,47,82,52,23
101,55,34,122,74,25
71,60,48,83,64,24
69,62,45,86,72,26
76,50,23,103,90,18
83,57,49,91,61,19
87,51,42,96,71,27
103,53,41,115,70,20
78,47,49,76,51,19
76,48,40,84,65,14
62,48,33,77,68,23
75,40,27,88,72,14
84,49,36,97,77,28
83,53,34,102,76,14
91,54,46,99,67,23
74,41,39,76,78,21
77,53,25,105,92,16
84,46,49,81,60,21
67,62,41,88,71,19
80,51,35,96,77,23
88,47,44,91,77,20
76,63,30,109,82,21
71,60,41,90,78,25
85,57,46,96,59,20
94,51,32,113,74,23
84,52,36,100,74,16
79,50,46,83,54,21
93,38,43,88,68,14
69,51,33,87,71,13
73,55,37,91,73,21
83,59,25,117,79,14
72,55,44,83,65,24
74,41,44,71,67,26
80,54,26,108,76,13
75,57,44,88,77,20
67,53,27,93,79,17
83,52,47,88,63,19
76,57,35,98,69,14
89,53,41,101,78,24
73,59,32,100,70,19
79,57,30,106,71,13
72,60,38,94,69,27
70,41,23,88,81,14
72,59,32,99,73,16
91,46,32,105,82,17
78,54,43,89,62,22
71,56,29,98,80,24
88,47,28,107,81,24
78,45,32,91,65,16
70,57,29,98,72,10
83,50,32,101,66,21
70,45,47,68,61,25
81,49,40,90,68,14
87,56,40,103,59,20
87,52,41,98,67,23
83,44,30,97,78,20
90,57,41,106,76,18
72,47,36,83,58,15
96,50,57,89,66,30
75,73,31,117,82,22
68,57,46,79,59,16
72,56,36,92,67,22
70,49,46,73,59,26
84,45,34,95,68,17
69,47,42,74,56,14
90,50,39,101,65,20
94,64,36,122,65,14
90,50,51,89,63,22
78,44,32,90,78,16
83,56,46,93,66,25
78,59,36,101,75,18
76,44,31,89,77,14
81,45,38,88,55,15
83,53,41,95,72,15
94,49,55,88,54,20
65,50,27,88,75,26
80,41,39,82,57,14
96,58,53,101,68,27
67,50,41,76,65,18
84,44,38,90,72,23
87,42,37,92,72,18
67,55,31,91,68,23
90,45,45,90,75,21
77,52,35,94,70,14
84,57,40,101,64,18
80,38,35,83,81,21
62,61,49,74,52,26
71,43,29,85,69,17
80,44,38,86,67,19
86,63,51,98,56,18
87,53,38,102,79,18
71,45,25,91,74,19
76,43,26,93,77,19
88,47,49,86,70,21
66,55,50,71,60,22
60,55,38,77,67,22
87,39,47,79,62,17
76,48,20,104,101,22
95,47,49,93,69,25
80,46,24,102,85,20
74,53,44,83,64,23
76,50,33,93,74,17
84,44,28,100,64,21
94,53,43,104,73,25
88,54,49,93,52,13
71,62,38,95,67,22
73,51,44,80,53,14
79,57,35,101,65,26
87,35,44,78,59,17
98,55,35,118,76,23
73,46,41,78,69,26
71,51,42,80,71,21
74,43,29,88,67,19
75,46,33,88,73,12
79,49,37,91,73,27
70,46,37,79,62,18
76,53,44,85,51,25
72,55,30,97,65,12
76,55,39,92,62,16
66,47,57,56,42,28
76,45,25,96,79,16
77,39,36,80,63,16
85,58,44,99,66,23
65,48,33,80,60,18
78,44,45,77,67,21
85,53,43,95,65,18
90,38,24,104,84,15
83,45,33,95,71,18
74,59,37,96,57,18
77,47,37,87,67,19
88,55,51,92,60,18
85,55,33,107,78,27
86,42,36,92,72,19
83,41,26,98,76,16
69,50,23,96,84,18
80,38,22,96,90,22
70,58,46,82,55,23
95,50,39,106,62,18
69,56,30,95,78,26
77,61,55,83,61,28
75,57,36,96,82,15
91,46,31,106,81,16
72,52,21,103,85,12
72,45,17,100,93,20
68,53,36,85,75,31
85,54,33,106,66,13
94,63,45,112,65,21
76,41,21,96,79,16
72,48,29,91,69,21
81,63,45,99,58,20
95,44,45,94,59,16
77,52,36,93,73,17
82,53,46,89,64,17
79,45,50,74,56,24
82,60,33,109,80,23
86,44,53,77,66,27
61,39,30,70,81,22
89,49,40,98,79,19
73,64,43,94,61,16
76,40,37,79,72,17
84,52,40,96,68,24
100,46,33,113,88,24
78,46,43,81,64,18
97,51,27,121,76,20
67,42,45,64,55,20
78,62,28,112,94,20
77,57,44,90,68,18
73,59,45,87,59,24
77,38,39,76,68,22
82,50,46,86,70,24
69,59,32,96,69,26
99,52,44,107,70,26
75,57,38,94,67,21
91,50,33,108,77,18
79,41,53,67,53,17
72,39,32,79,63,10
91,58,55,94,62,22
88,48,63,73,57,28
76,59,28,107,74,13
74,43,31,86,73,22
77,53,28,102,71,14
90,43,52,81,65,20
97,61,38,120,77,21
82,58,35,105,62,10
92,55,41,106,73,17
71,45,34,82,67,12
68,60,35,93,73,21
73,48,43,78,61,15
84,50,34,100,76,17
76,52,44,84,60,17
62,44,30,76,72,18
83,43,35,91,62,20
91,42,27,106,77,23
96,50,45,101,73,18
77,70,32,115,73,24
92,56,36,112,78,17
86,62,30,118,89,23
79,56,40,95,70,25
75,42,37,80,71,14
84,50,41,93,68,23
71,65,43,93,69,28
93,49,32,110,76,21
78,42,31,89,71,17
82,40,46,76,65,22
81,50,38,93,74,23
83,45,25,103,82,19
72,45,32,85,75,29
86,51,51,86,58,20
91,44,37,98,77,17
82,53,33,102,75,12
88,41,26,103,73,8
82,45,34,93,79,18
92,60,45,107,86,23
95,49,38,106,81,19
80,50,36,94,66,20
68,63,34,97,70,16
76,56,38,94,70,16
74,55,36,93,71,16
84,50,33,101,75,26
85,46,39,92,67,19
86,51,36,101,76,26
68,43,33,78,68,16
87,48,37,98,71,20
82,47,38,91,75,21
68,48,38,78,66,25
87,43,35,95,75,17
75,49,33,91,73,18
73,58,35,96,75,18
92,53,41,104,66,18
68,53,34,87,65,18
76,54,40,90,71,28
59,49,23,85,77,14
98,45,32,111,74,24
73,50,47,76,61,27
77,51,25,103,88,18
74,49,35,88,77,20
74,56,42,88,75,19
78,54,47,85,65,22
65,47,39,73,70,16
89,55,34,110,75,21
87,52,28,111,72,22
76,39,29,86,79,14
79,55,46,88,54,20
88,38,35,91,68,14
88,49,48,89,63,19
78,37,48,67,58,22
83,54,34,103,74,15
98,52,47,103,60,20
69,52,31,90,81,25
85,55,38,102,70,19
103,45,53,95,66,22
78,45,36,87,62,16
74,59,36,97,74,18
72,57,47,82,65,19
77,47,30,94,79,17
79,45,26,98,77,10
74,43,30,87,81,22
74,55,30,99,81,15
81,57,41,97,62,29
71,38,31,78,65,15
83,56,47,92,66,24
76,57,50,83,56,16
92,53,39,106,70,20
78,46,36,88,69,20
70,63,47,86,61,20
66,46,22,90,85,16
85,44,28,101,70,12
83,55,39,99,54,15
70,51,43,78,65,16
56,60,28,88,73,19
77,56,29,104,73,14
75,47,32,90,77,19
75,47,34,88,79,19
77,52,32,97,76,30
85,53,48,90,64,15
83,45,32,96,87,18
72,44,31,85,64,19
88,55,26,117,71,14
63,41,21,83,86,15
72,45,30,87,70,18
73,44,25,92,75,18
82,52,58,76,46,20
71,42,31,82,75,20
72,50,31,91,69,17
69,46,26,89,82,24
78,35,25,88,76,9
87,53,22,118,83,15
85,45,46,84,66,24
81,46,24,103,80,8
62,48,41,69,66,25
90,39,38,91,68,16
92,55,48,99,67,11
72,56,24,104,67,15
87,46,35,98,74,21
81,55,47,89,60,22
92,60,50,102,68,19
81,47,47,81,64,27
82,49,52,79,71,22
87,63,43,107,75,22
84,61,38,107,65,16
79,47,44,82,66,23
71,56,50,77,63,29
81,47,43,85,54,23
65,55,38,82,65,18
78,55,27,106,83,13
83,51,28,106,81,21
70,59,28,101,68,17
73,47,49,71,57,14
87,48,41,94,83,18
77,50,35,92,67,17
73,63,42,94,77,24
83,47,53,77,49,14
83,51,50,84,62,20
78,41,37,82,60,13
75,55,43,87,64,19
87,48,38,97,60,19
83,46,40,89,71,20
85,42,35,92,73,29
82,46,33,95,69,20
76,61,37,100,64,14
93,55,35,113,72,19
91,51,45,97,69,16
93,50,28,115,83,23
72,60,44,88,62,23
70,41,33,78,68,22
95,47,29,113,82,14
90,46,40,96,75,27
90,53,35,108,79,20
78,53,43,88,67,20
72,49,40,81,72,28
91,48,45,94,60,15
74,62,38,98,74,24
85,55,49,91,54,27
75,39,35,79,66,24
71,57,26,102,82,14
86,43,53,76,59,25
102,58,37,123,78,21
83,42,35,90,68,15
64,40,35,69,60,18
92,46,36,102,74,24
81,41,40,82,62,15
58,61,36,83,74,20
66,48,42,72,51,19
101,43,35,109,73,15
88,59,39,108,71,19
80,64,50,94,60,15
83,51,36,98,72,22
69,47,33,83,68,17
73,46,18,101,97,22
69,52,40,81,62,24
78,54,40,92,70,22
71,52,30,93,75,19
85,57,35,107,73,22
85,39,44,80,67,29
72,46,34,84,68,11
78,57,40,95,63,25
72,47,41,78,74,25
64,47,24,87,81,17
109,52,45,116,66,17
64,49,45,68,61,20
78,53,43,88,79,15
80,52,35,97,78,29
78,43,41,80,64,20
79,59,26,112,72,15
104,46,50,100,72,25
80,48,42,86,72,18
71,49,21,99,84,17
86,54,31,109,78,11
81,57,31,107,77,25
90,52,33,109,67,16
69,45,22,92,91,13
74,55,39,90,73,21
70,46,28,88,84,17
84,45,41,88,63,19
78,55,52,81,63,28
83,43,41,85,68,22
76,48,34,90,68,15
77,54,40,91,74,14
64,60,46,78,51,20
73,67,22,118,96,11
77,49,41,85,71,22
71,45,37,79,58,25
82,46,29,99,72,11
79,53,36,96,65,16
70,43,34,79,66,17
79,49,42,86,64,19
83,41,31,93,78,20
77,44,36,85,62,18
78,36,38,76,64,16
93,52,45,100,71,14
83,62,46,99,66,20
88,59,46,101,68,22
79,42,34,87,74,16
83,41,44,80,67,24
78,47,49,76,68,26
73,60,34,99,64,23
83,51,40,94,73,26
80,42,46,76,62,16
89,54,56,87,61,31
68,57,42,83,53,18
61,67,37,91,56,13
66,47,25,88,80,25
80,49,27,102,71,13
85,53,32,106,74,13
85,60,46,99,65,22
81,45,37,89,70,22
83,48,26,105,82,15
87,52,32,107,74,19
66,54,27,93,77,16
84,47,30,101,77,14
87,49,20,116,88,16
82,46,50,78,81,20
80,41,33,88,67,13
88,43,30,101,86,14
88,56,32,112,78,17
72,59,40,91,57,11
97,39,43,93,62,15
86,52,31,107,73,26
69,58,32,95,66,17
73,49,33,89,75,19
85,45,34,96,81,23
77,50,35,92,70,17
77,53,41,89,68,23
60,44,29,75,79,16
66,49,33,82,75,22
90,64,39,115,74,17
59,52,30,81,78,22
89,55,32,112,79,16
89,48,42,95,74,27
68,56,37,87,59,20
82,49,28,103,97,20
98,49,54,93,67,25
73,47,41,79,69,22
81,51,43,89,66,29
81,46,49,78,47,17
88,41,43,86,61,22
65,43,34,74,60,21
97,40,41,96,63,20
81,40,46,75,67,19
76,41,26,91,73,16
80,40,31,89,65,15
59,48,38,69,66,25
79,60,26,113,80,11
90,72,39,123,73,12
81,54,41,94,60,14
84,43,43,84,63,17
78,44,34,88,66,24
79,45,44,80,64,19
74,45,25,94,76,20
63,64,48,79,58,27
87,44,27,104,70,10
81,47,42,86,66,13
68,51,34,85,64,24
95,44,32,107,78,23
79,40,33,86,69,22
85,48,45,88,73,22
73,45,25,93,85,19
77,38,39,76,74,14
87,57,41,103,60,14
88,60,21,127,90,13
93,34,35,92,62,11
93,48,38,103,75,13
73,49,29,93,85,25
62,48,33,77,76,21
97,42,50,89,69,24
70,59,37,92,67,16
73,49,27,95,77,21
94,43,37,100,73,15
68,50,32,86,70,19
79,37,37,79,77,20
68,45,30,83,77,16
81,64,51,94,57,31
84,53,48,89,63,19
86,44,44,86,53,20
77,41,19,99,94,16
86,46,42,90,67,14
90,46,24,112,84,13
72,47,22,97,76,19
68,41,35,74,70,14
72,48,32,88,78,17
69,49,22,96,84,18
78,51,39,90,71,21
74,47,36,85,68,26
73,39,31,81,76,14
92,50,27,115,68,17
67,46,43,70,67,22
85,37,39,83,72,22
83,46,31,98,70,12
86,44,47,83,64,18
90,62,53,99,66,23
74,47,24,97,87,14
71,50,25,96,81,26
85,50,38,97,74,22
85,55,35,105,72,15
88,52,49,91,56,18
77,56,46,87,56,16
86,44,28,102,80,18
73,41,42,72,64,24
72,50,32,90,79,27
74,32,34,72,77,21
87,46,35,98,72,18
84,53,52,85,57,17
85,56,57,84,55,17
75,62,43,94,73,21
79,51,35,95,73,21
59,44,33,70,66,20
84,43,49,78,71,28
88,39,37,90,75,18
79,54,43,90,65,27
72,47,39,80,71,20
72,48,38,82,54,19
84,42,33,93,75,20
84,50,37,97,85,22
75,54,29,100,75,17
89,40,46,83,70,13
72,56,45,83,60,24
73,49,24,98,84,25
69,30,35,64,65,22
81,54,40,95,67,17
83,60,38,105,77,21
78,51,33,96,69,23
88,40,47,81,57,21
84,47,35,96,67,17
91,51,37,105,71,21
81,34,46,69,61,21
81,58,45,94,61,19
80,43,36,87,62,21
79,52,34,97,78,16
82,49,38,93,73,23
91,58,59,90,55,18
69,44,32,81,78,19
70,60,36,94,73,17
66,43,25,84,72,17
94,57,51,100,73,21
79,45,33,91,64,22
73,59,28,104,80,22
68,52,39,81,69,18
67,48,36,79,67,19
64,59,30,93,80,28
82,51,30,103,71,16
94,48,35,107,74,23
83,47,38,92,67,21
71,51,52,70,57,21
86,52,33,105,65,25
85,51,30,106,71,14
83,42,37,88,64,21
78,55,41,92,75,21
84,48,26,106,82,15
74,48,41,81,55,19
71,50,33,88,83,18
78,47,37,88,69,13
68,41,34,75,62,20
87,49,39,97,70,21
73,49,27,95,73,20
70,44,19,95,95,22
76,59,45,90,64,16
88,49,53,84,69,30
85,56,60,81,55,21
77,49,38,88,77,22
80,44,31,93,78,20
95,62,43,114,68,19
92,47,43,96,77,26
94,38,16,116,98,19
92,57,45,104,69,19
90,44,39,95,66,23
85,37,61,61,52,38
90,43,38,95,65,25
98,55,37,116,72,14
68,54,37,85,70,20
88,54,55,87,60,22
76,45,32,89,73,14
84,66,64,86,53,24
86,55,37,104,72,22
76,56,26,106,89,15
87,52,42,97,64,17
78,52,51,79,67,23
79,61,45,95,58,23
71,47,26,92,90,20
70,50,22,98,80,18
65,49,32,82,65,15
84,55,33,106,62,21
79,47,41,85,55,26
91,53,47,97,58,17
81,58,35,104,76,28
84,55,43,96,71,35
77,48,34,91,76,28
66,53,38,81,67,24
64,36,25,75,85,20
81,55,30,106,87,21
85,50,41,94,72,19
76,48,29,95,81,24
73,47,42,78,71,20
70,55,29,96,72,18
80,52,36,96,64,12
100,59,46,113,76,26
81,54,29,106,84,21
74,45,33,86,82,16
80,50,42,88,74,21
98,45,48,95,67,23
77,49,39,87,62,16
92,48,37,103,66,13
68,49,45,72,59,20
71,44,24,91,72,15
76,57,27,106,88,22
101,45,39,107,75,27
66,41,37,70,67,33
80,50,43,87,59,14
79,53,39,93,60,11
82,60,43,99,62,27
70,40,27,83,78,17
83,43,38,88,73,23
76,50,43,83,70,15
85,56,25,116,82,24
93,43,41,95,72,25
73,48,41,80,67,24
80,50,40,90,63,28
72,65,44,93,62,14
71,53,33,91,68,13
74,40,36,78,82,24
70,47,52,65,61,26
78,48,44,82,74,27
90,47,46,91,71,21
88,52,48,92,66,12
75,42,24,93,88,24
68,48,27,89,73,9
74,57,42,89,67,16
81,49,35,95,79,16
99,51,46,104,63,22
62,47,35,74,62,22
71,44,45,70,68,24
74,46,35,85,75,35
68,51,27,92,87,17
76,60,28,108,76,21
69,48,40,77,64,23
83,49,29,103,76,14
72,43,39,76,53,16
75,56,41,90,68,14
74,47,20,101,92,17
77,53,33,97,80,23
86,46,58,74,53,23
77,42,32,87,76,26
73,62,41,94,70,18
90,35,33,92,79,18
71,49,28,92,74,18
71,64,41,94,60,17
81,45,44,82,70,18
70,44,28,86,80,11
78,55,44,89,61,27
81,53,38,96,63,21
73,50,37,86,69,21
85,49,46,88,67,21
77,41,44,74,67,22
77,42,46,73,58,14
84,53,34,103,68,23
79,57,34,102,82,20
66,46,31,81,72,17
81,40,42,79,66,28
89,46,45,90,64,27
84,56,35,105,83,20
74,57,32,99,77,20
80,52,35,97,67,17
74,41,23,92,78,16
83,49,40,92,68,18
84,53,41,96,75,31
93,46,47,92,72,23
95,57,49,103,65,13
76,50,47,79,64,18
87,44,38,93,73,17
90,46,36,100,81,24
80,63,42,101,64,22
71,46,32,85,74,19
72,40,31,81,77,18
69,54,25,98,92,16
80,46,28,98,75,11
64,53,30,87,68,21
80,58,34,104,82,25
75,52,43,84,60,15
81,44,46,79,59,20
84,53,49,88,60,18
72,46,37,81,64,18
84,35,40,79,75,18
86,54,50,90,62,16
81,52,48,85,63,22
82,55,33,104,70,16
66,57,29,94,75,21
77,47,38,86,64,16
71,56,41,86,74,17
71,52,39,84,80,26
80,56,31,105,66,22
80,41,40,81,67,16
77,42,25,94,73,12
81,47,37,91,66,18
75,54,43,86,65,21
73,54,45,82,64,24
84,43,31,96,77,18
88,58,34,112,66,17
87,48,37,98,75,30
75,45,21,99,84,18
93,40,45,88,56,16
76,60,51,85,55,17
81,37,30,88,77,14
86,70,39,117,75,16
85,51,41,95,70,28
89,51,51,89,60,20
84,39,44,79,69,24
81,61,33,109,77,13
76,56,34,98,73,21
86,39,32,93,63,14
84,54,42,96,70,24
71,47,24,94,83,13
89,48,37,100,78,19
70,54,21,103,87,25
89,54,37,106,61,9
88,44,32,100,75,12
88,52,41,99,75,13
79,48,44,83,78,27
85,47,51,81,60,16
87,60,49,98,66,24
59,47,30,76,72,17
67,55,31,91,75,15
94,54,41,107,74,24
86,46,43,89,71,16
88,48,46,90,65,26
85,52,28,109,80,22
89,55,40,104,60,18
84,55,43,96,69,21
80,47,35,92,73,23
70,43,24,89,84,19
79,39,33,85,79,11
86,44,48,82,68,23
73,49,38,84,65,24
88,42,37,93,73,18
88,51,55,84,51,13
81,51,44,88,59,15
89,61,32,118,79,22
74,57,42,89,69,19
65,60,31,94,66,20
67,42,33,76,77,16
61,48,30,79,76,14
82,59,37,104,75,16
68,38,43,63,56,17
70,43,34,79,68,17
72,46,42,76,70,20
79,61,38,102,73,23
77,59,17,119,89,24
90,57,31,116,76,16
88,44,30,102,82,22
84,40,39,85,67,33
79,53,47,85,55,28
85,53,28,110,85,12
83,40,32,91,85,30
98,52,51,99,62,20
79,48,53,74,58,25
85,52,42,95,60,15
99,50,49,100,51,19
85,49,39,95,77,19
64,46,32,78,78,27
85,44,32,97,73,14
64,55,43,76,70,22
83,47,44,86,54,13
82,42,44,80,73,23
90,46,48,88,69,21
78,40,33,85,71,20
97,54,50,101,64,18
82,42,51,73,63,26
73,44,39,78,71,21
87,46,38,95,80,27
79,42,27,94,84,10
85,58,49,94,70,27
80,59,37,102,67,25
92,46,38,100,74,19
68,56,43,81,76,26
71,47,35,83,75,20
76,34,39,71,70,16
81,45,35,91,70,21
76,53,30,99,75,17
80,55,33,102,70,21
87,66,36,117,70,14
67,43,23,87,82,18
72,49,37,84,70,17
82,50,52,80,65,20
84,69,51,102,68,21
78,56,41,93,64,20
82,42,20,104,94,14
75,43,35,83,70,21
64,35,32,67,60,14
74,54,40,88,67,22
72,38,32,78,70,29
68,43,45,66,50,23
92,42,63,71,54,16
92,40,40,92,68,19
87,46,27,106,78,17
89,47,30,106,69,12
109,49,36,122,78,24
85,50,55,80,54,26
87,42,40,89,78,30
95,48,35,108,81,19
61,58,31,88,65,21
64,48,32,80,75,18
87,53,55,85,69,17
86,55,52,89,66,23
93,51,43,101,70,20
88,57,36,109,72,20
88,50,46,92,68,24
77,39,33,83,63,16
89,55,54,90,45,17
91,66,37,120,72,25
78,66,39,105,65,22
82,56,32,106,64,14
73,59,32,100,71,20
82,52,45,89,59,19
58,64,31,91,69,18
77,58,32,103,65,21
83,58,40,101,74,20
82,41,33,90,79,13
71,48,32,87,92,21
75,54,33,96,82,18
71,57,32,96,73,19
77,49,37,89,70,20
80,53,32,101,79,24
55,55,31,79,78,24
73,42,41,74,67,23
112,51,33,130,70,19
99,48,47,100,69,26
81,54,38,97,81,16
81,44,46,79,58,17
