"patch1.before","patch2.before","patch1.after","patch2.after"
80,52,76,56
79,39,75,43
95,47,93,49
73,53,69,57
66,59,67,58
79,58,75,62
79,54,79,54
88,35,84,39
76,56,86,46
93,48,84,57
71,39,66,44
65,53,67,51
66,50,65,51
77,47,73,51
66,58,66,58
74,46,75,45
77,43,78,42
89,50,85,54
71,53,68,56
72,53,71,54
91,38,84,45
89,46,87,48
88,51,84,55
88,50,91,47
73,54,70,57
69,45,68,46
76,65,75,66
91,55,80,66
69,51,72,48
87,58,78,67
85,52,85,52
82,45,75,52
94,54,85,63
82,54,83,53
99,51,95,55
83,52,80,55
79,48,78,49
81,42,72,51
64,57,67,54
67,47,63,51
70,49,67,52
71,48,69,50
58,41,55,44
74,48,68,54
78,41,76,43
66,43,63,46
86,56,80,62
63,52,63,52
75,55,73,57
81,45,74,52
77,48,74,51
85,45,87,43
79,42,72,49
71,51,64,58
71,50,71,50
73,42,71,44
74,44,74,44
86,45,79,52
91,49,84,56
95,53,88,60
80,57,77,60
89,54,81,62
87,55,85,57
67,43,62,48
78,52,80,50
79,37,74,42
87,59,80,66
85,54,81,58
95,46,93,48
84,53,87,50
67,47,70,44
68,42,62,48
68,49,61,56
92,48,92,48
74,45,70,49
91,56,90,57
79,56,74,61
83,47,77,53
95,51,96,50
59,57,65,51
83,46,84,45
92,46,84,54
83,43,77,49
95,52,91,56
80,58,72,66
78,54,70,62
72,43,68,47
77,46,76,47
79,61,74,66
78,54,82,50
90,54,98,46
74,59,71,62
83,55,81,57
92,45,87,50
104,41,97,48
97,41,86,52
78,42,78,42
76,58,77,57
83,58,80,61
77,44,79,42
68,56,70,54
81,45,83,43
80,41,74,47
72,44,69,47
76,43,72,47
80,54,76,58
77,52,77,52
88,60,82,66
79,45,71,53
91,49,84,56
56,48,56,48
78,43,76,45
80,58,81,57
88,56,85,59
79,54,73,60
62,51,59,54
71,52,68,55
78,61,72,67
91,53,83,61
82,57,83,56
83,46,80,49
79,39,76,42
80,43,75,48
79,45,72,52
91,65,90,66
91,52,83,60
102,50,100,52
64,46,63,47
63,46,59,50
76,51,74,53
77,48,79,46
97,50,97,50
80,44,78,46
93,56,86,63
84,47,80,51
90,50,92,48
65,45,67,43
82,38,80,40
65,58,66,57
68,64,72,60
59,44,57,46
78,45,72,51
82,38,78,42
99,56,96,59
66,47,64,49
78,46,75,49
74,50,69,55
83,55,77,61
70,44,69,45
81,45,78,48
86,50,77,59
76,51,77,50
79,47,71,55
96,41,92,45
85,49,84,50
82,47,75,54
63,53,60,56
78,54,76,56
81,43,74,50
89,57,82,64
71,58,68,61
73,45,71,47
73,66,75,64
74,50,69,55
84,63,84,63
77,49,71,55
85,40,80,45
91,45,85,51
88,48,92,44
95,61,91,65
73,59,72,60
77,54,75,56
81,56,80,57
75,51,71,55
84,43,81,46
62,50,50,62
81,55,81,55
87,45,87,45
67,51,66,52
82,56,76,62
68,62,67,63
91,53,94,50
81,45,77,49
98,51,87,62
87,46,78,55
73,48,72,49
60,49,58,51
96,42,93,45
82,50,77,55
85,56,79,62
80,47,74,53
72,48,65,55
92,44,92,44
98,51,91,58
78,55,74,59
90,76,82,84
71,34,67,38
76,43,77,42
64,57,62,59
80,45,74,51
74,58,72,60
80,54,80,54
95,37,85,47
66,51,67,50
75,38,76,37
75,43,79,39
82,61,85,58
79,53,76,56
88,38,82,44
84,48,82,50
92,49,83,58
79,53,71,61
59,61,60,60
86,67,82,71
77,53,73,57
70,52,67,55
91,57,88,60
78,51,69,60
84,45,75,54
68,63,67,64
90,42,82,50
90,43,87,46
81,40,74,47
81,60,76,65
77,44,73,48
65,56,60,61
92,49,88,53
78,46,74,50
84,60,83,61
62,40,67,35
80,46,81,45
89,55,86,58
97,47,94,50
79,43,75,47
80,53,75,58
93,55,88,60
85,48,85,48
90,51,77,64
86,60,83,63
68,51,64,55
76,54,76,54
75,53,73,55
85,51,89,47
87,44,81,50
85,61,83,63
62,47,64,45
89,41,88,42
84,48,74,58
83,47,82,48
76,61,72,65
80,40,71,49
87,50,82,55
68,44,61,51
91,51,86,56
87,58,81,64
65,57,71,51
67,53,67,53
70,48,71,47
74,59,74,59
69,61,71,59
63,34,63,34
61,52,60,53
81,50,77,54
76,48,74,50
84,43,81,46
84,46,81,49
78,50,76,52
88,42,78,52
87,50,87,50
86,46,83,49
76,62,73,65
91,65,91,65
78,76,72,82
97,37,89,45
76,49,72,53
80,55,76,59
89,59,87,61
88,48,87,49
87,56,83,60
83,46,83,46
77,52,77,52
85,66,82,69
71,53,69,55
84,56,88,52
89,37,84,42
75,45,65,55
77,44,77,44
91,66,91,66
79,53,82,50
78,42,73,47
81,62,75,68
73,68,74,67
88,50,86,52
76,49,74,51
78,51,73,56
76,46,77,45
72,51,70,53
90,44,81,53
87,45,88,44
97,49,93,53
94,53,89,58
90,53,86,57
77,45,71,51
73,56,67,62
75,58,72,61
76,45,72,49
85,54,87,52
73,50,65,58
83,58,79,62
83,47,82,48
67,44,66,45
71,54,69,56
71,52,65,58
80,57,73,64
80,55,77,58
69,44,73,40
89,45,78,56
70,56,72,54
86,51,81,56
66,42,62,46
84,39,76,47
95,54,88,61
73,39,68,44
69,47,69,47
77,48,77,48
76,55,73,58
91,48,83,56
94,39,86,47
74,61,79,56
77,59,72,64
89,41,87,43
75,59,74,60
77,53,77,53
75,41,71,45
70,54,69,55
82,46,80,48
78,47,73,52
76,43,72,47
80,68,75,73
81,50,75,56
60,52,66,46
72,51,73,50
76,59,74,61
79,49,74,54
79,52,78,53
69,41,62,48
79,58,78,59
92,57,90,59
71,48,68,51
85,47,85,47
93,45,83,55
80,56,81,55
82,54,79,57
66,57,64,59
88,42,81,49
86,54,84,56
77,46,74,49
83,52,78,57
74,45,72,47
94,53,89,58
74,46,74,46
101,53,99,55
86,51,82,55
78,44,67,55
76,46,77,45
74,40,74,40
74,40,73,41
94,53,91,56
88,44,93,39
82,58,83,57
86,38,76,48
74,37,71,40
81,55,76,60
76,56,75,57
86,50,91,45
80,56,79,57
70,61,69,62
88,48,86,50
85,42,79,48
73,54,69,58
99,39,97,41
72,40,66,46
68,43,60,51
75,53,71,57
82,59,77,64
77,63,69,71
65,42,65,42
82,49,76,55
88,43,83,48
80,61,73,68
83,48,84,47
86,61,81,66
69,39,64,44
73,61,73,61
81,45,76,50
73,47,73,47
77,55,78,54
76,48,80,44
77,51,77,51
79,47,81,45
80,53,80,53
79,55,80,54
80,50,78,52
68,57,71,54
77,58,76,59
77,50,77,50
78,39,82,35
76,61,76,61
74,58,72,60
82,36,79,39
78,51,70,59
80,50,82,48
81,49,74,56
90,38,86,42
81,51,81,51
88,66,83,71
88,56,90,54
72,45,71,46
100,52,96,56
80,45,83,42
76,47,71,52
86,50,79,57
95,55,84,66
96,61,92,65
100,50,92,58
70,42,70,42
103,28,88,43
89,54,90,53
79,52,74,57
105,48,100,53
93,44,85,52
77,49,73,53
83,63,79,67
89,54,82,61
62,58,64,56
77,50,76,51
85,49,80,54
89,54,85,58
72,57,72,57
84,45,81,48
76,60,71,65
85,54,82,57
85,57,81,61
83,47,80,50
76,59,70,65
87,41,76,52
74,52,75,51
94,49,94,49
75,46,72,49
71,49,71,49
86,40,78,48
96,62,93,65
97,54,95,56
75,56,71,60
77,46,70,53
76,45,70,51
87,60,82,65
76,52,68,60
90,57,91,56
82,58,77,63
77,52,75,54
90,56,86,60
88,49,89,48
88,44,82,50
96,47,87,56
67,46,63,50
78,48,71,55
70,43,74,39
66,45,64,47
98,56,87,67
85,47,84,48
79,44,76,47
83,56,83,56
94,56,84,66
92,64,77,79
68,52,67,53
89,45,85,49
91,41,88,44
89,54,91,52
72,41,73,40
80,37,78,39
84,55,82,57
89,51,84,56
88,43,87,44
81,54,76,59
64,39,63,40
84,49,83,50
85,39,82,42
88,44,84,48
91,48,86,53
84,59,83,60
90,50,92,48
70,59,66,63
72,50,70,52
72,49,70,51
84,48,76,56
89,57,85,61
102,49,87,64
68,38,63,43
97,55,89,63
79,40,77,42
78,46,78,46
92,55,86,61
78,62,74,66
79,44,78,45
88,56,87,57
81,48,78,51
78,59,71,66
73,48,64,57
84,36,80,40
78,46,78,46
90,57,89,58
89,50,86,53
80,40,82,38
88,38,81,45
79,54,76,57
84,41,79,46
63,53,62,54
80,42,70,52
88,48,86,50
86,61,84,63
69,54,66,57
85,46,85,46
84,45,83,46
79,59,74,64
95,61,90,66
77,42,68,51
79,40,78,41
74,56,76,54
82,51,70,63
113,52,102,63
69,57,65,61
79,65,74,70
74,51,75,50
78,49,76,51
69,43,69,43
90,51,91,50
65,52,67,50
89,50,88,51
81,50,74,57
78,57,73,62
85,48,81,52
80,50,79,51
75,59,69,65
78,43,74,47
79,51,76,54
66,61,64,63
77,52,70,59
91,40,88,43
73,45,66,52
96,48,88,56
89,42,92,39
91,30,89,32
82,50,83,49
79,59,79,59
73,54,72,55
71,45,70,46
97,38,93,42
70,45,68,47
89,57,83,63
82,36,74,44
88,66,91,63
69,45,68,46
88,46,85,49
86,49,82,53
80,44,73,51
90,52,88,54
72,57,70,59
79,55,76,58
82,55,76,61
86,54,78,62
94,57,93,58
84,57,78,63
73,59,68,64
86,51,83,54
65,48,60,53
72,51,69,54
95,39,90,44
82,54,80,56
73,55,73,55
78,53,72,59
82,47,79,50
78,35,77,36
84,59,82,61
64,55,64,55
79,45,73,51
89,47,84,52
89,42,77,54
70,39,64,45
83,60,81,62
90,54,80,64
81,47,83,45
83,48,78,53
70,42,61,51
78,62,76,64
62,45,60,47
75,50,72,53
92,53,85,60
86,53,80,59
68,51,66,53
68,58,69,57
86,42,79,49
83,52,77,58
82,57,80,59
82,44,74,52
98,43,94,47
79,46,72,53
70,51,71,50
71,54,71,54
78,49,78,49
83,36,79,40
99,59,98,60
86,42,85,43
77,49,73,53
65,53,66,52
86,50,79,57
87,56,80,63
76,55,69,62
78,54,76,56
85,40,83,42
80,52,74,58
92,43,85,50
93,46,86,53
80,52,75,57
78,59,76,61
59,59,62,56
88,53,85,56
75,53,70,58
83,40,76,47
84,62,81,65
90,56,86,60
82,63,82,63
77,49,76,50
89,45,84,50
73,55,74,54
83,41,75,49
74,59,75,58
90,50,84,56
89,56,79,66
78,49,74,53
67,35,62,40
83,60,81,62
79,55,73,61
76,46,76,46
89,49,82,56
75,68,81,62
73,52,70,55
63,45,63,45
72,49,77,44
85,49,79,55
65,39,61,43
85,55,78,62
67,46,70,43
77,55,77,55
75,51,74,52
68,50,67,51
98,53,97,54
84,53,84,53
71,53,72,52
77,61,84,54
80,44,71,53
73,50,67,56
76,54,70,60
77,68,77,68
83,46,79,50
94,55,92,57
87,50,86,51
93,42,90,45
85,46,81,50
69,52,68,53
83,56,77,62
85,66,78,73
81,43,75,49
68,47,67,48
71,40,71,40
77,41,70,48
83,63,82,64
84,52,82,54
69,46,72,43
61,47,60,48
62,63,63,62
79,46,72,53
81,61,78,64
61,41,59,43
80,54,83,51
76,72,82,66
77,56,77,56
81,59,76,64
79,43,75,47
78,52,78,52
70,54,71,53
93,45,92,46
81,53,82,52
74,49,71,52
66,42,62,46
93,46,87,52
93,48,82,59
74,46,76,44
79,51,79,51
73,46,73,46
78,52,75,55
75,51,68,58
79,41,80,40
72,36,68,40
69,57,68,58
97,54,94,57
70,49,68,51
77,51,71,57
78,56,81,53
76,54,73,57
76,67,78,65
82,53,79,56
72,58,67,63
86,48,88,46
75,60,75,60
64,48,62,50
79,41,71,49
74,41,75,40
85,45,83,47
76,46,71,51
77,60,77,60
91,40,81,50
85,48,79,54
75,57,76,56
84,43,85,42
74,48,72,50
101,46,96,51
80,50,69,61
78,56,70,64
94,51,87,58
80,62,75,67
81,56,83,54
86,60,84,62
77,54,72,59
81,44,77,48
65,48,61,52
76,43,73,46
81,48,80,49
92,50,91,51
67,60,71,56
87,55,85,57
71,52,73,50
82,44,81,45
84,47,79,52
90,53,80,63
80,43,78,45
68,56,62,62
79,54,77,56
89,38,80,47
77,38,72,43
70,52,69,53
75,65,72,68
82,45,76,51
81,55,77,59
75,57,73,59
86,52,86,52
71,40,72,39
77,65,69,73
85,53,83,55
84,50,84,50
80,61,82,59
82,45,78,49
75,42,74,43
101,53,91,63
73,40,66,47
84,40,80,44
82,53,85,50
84,52,80,56
85,43,79,49
70,56,71,55
71,51,66,56
73,36,65,44
77,41,75,43
81,44,80,45
87,49,81,55
92,56,82,66
76,52,73,55
83,42,77,48
74,50,73,51
83,42,75,50
83,43,73,53
91,47,88,50
67,39,63,43
56,49,55,50
75,53,76,52
91,54,90,55
70,52,67,55
78,40,67,51
73,37,69,41
85,54,81,58
78,47,70,55
73,48,67,54
86,62,85,63
71,56,73,54
98,48,89,57
74,52,71,55
93,59,87,65
71,55,68,58
79,50,73,56
69,56,72,53
84,58,82,60
77,61,78,60
79,45,69,55
78,60,73,65
73,50,71,52
77,54,77,54
93,40,85,48
68,48,71,45
70,41,63,48
88,41,82,47
77,50,71,56
78,43,71,50
76,54,71,59
83,56,82,57
74,55,70,59
87,45,83,49
77,48,73,52
74,44,67,51
93,57,87,63
76,56,70,62
73,47,74,46
61,41,53,49
89,50,78,61
81,56,80,57
86,46,81,51
79,60,75,64
91,54,87,58
80,50,79,51
78,59,80,57
92,61,87,66
71,44,66,49
84,40,81,43
76,46,75,47
77,47,77,47
75,57,76,56
82,50,80,52
72,52,70,54
82,55,81,56
68,60,64,64
91,59,90,60
84,55,77,62
72,53,66,59
74,54,74,54
88,54,83,59
91,53,87,57
61,49,66,44
75,53,70,58
81,51,71,61
83,63,84,62
84,50,86,48
79,49,76,52
86,55,86,55
79,62,77,64
77,51,75,53
83,55,81,57
80,47,76,51
76,59,70,65
78,48,74,52
69,49,64,54
88,39,80,47
73,55,73,55
80,47,77,50
76,56,72,60
76,40,77,39
81,51,77,55
86,44,82,48
58,53,54,57
79,49,70,58
91,36,88,39
86,42,81,47
82,52,84,50
91,61,92,60
80,50,80,50
88,59,88,59
73,56,72,57
93,55,94,54
78,53,74,57
78,58,68,68
75,50,75,50
87,56,88,55
65,52,64,53
76,57,73,60
73,37,64,46
72,34,70,36
78,50,80,48
76,45,70,51
69,37,65,41
78,56,79,55
85,56,84,57
78,56,76,58
77,50,71,56
77,45,74,48
88,45,88,45
80,49,77,52
89,46,87,48
89,42,86,45
82,46,72,56
68,45,66,47
90,46,89,47
97,46,92,51
73,48,70,51
87,51,86,52
92,55,88,59
51,41,53,39
61,47,63,45
71,40,68,43
60,55,57,58
88,52,84,56
84,48,81,51
91,49,89,51
77,48,74,51
83,58,74,67
91,36,89,38
64,50,61,53
71,59,69,61
86,50,76,60
77,48,76,49
68,46,63,51
95,42,89,48
77,60,62,75
88,42,83,47
86,60,79,67
87,68,84,71
76,65,74,67
89,51,85,55
101,63,99,65
84,50,77,57
86,53,83,56
85,50,86,49
67,40,62,45
55,54,54,55
81,44,78,47
74,53,75,52
77,56,76,57
85,52,82,55
83,41,74,50
86,57,91,52
83,49,76,56
74,43,71,46
78,60,78,60
89,45,86,48
82,54,79,57
79,50,74,55
85,64,81,68
102,49,103,48
97,55,99,53
79,46,73,52
68,55,73,50
74,44,69,49
65,56,55,66
90,46,89,47
75,32,75,32
78,48,78,48
90,51,82,59
76,56,79,53
89,61,80,70
92,52,82,62
95,53,89,59
71,53,69,55
105,54,99,60
81,51,76,56
79,45,80,44
77,44,71,50
91,48,86,53
76,50,76,50
90,49,93,46
66,42,71,37
79,61,77,63
72,43,68,47
77,52,75,54
78,50,74,54
88,49,82,55
83,56,80,59
77,56,71,62
75,51,74,52
82,47,83,46
74,50,73,51
75,49,73,51
84,58,77,65
57,43,53,47
86,49,79,56
90,43,85,48
79,45,71,53
88,55,80,63
64,53,58,59
72,42,67,47
75,58,76,57
73,49,76,46
79,53,76,56
74,53,66,61
88,57,84,61
94,50,92,52
83,46,77,52
76,61,74,63
62,60,58,64
67,59,67,59
74,47,77,44
104,56,101,59
81,59,82,58
80,48,80,48
87,73,85,75
73,49,70,52
92,66,88,70
83,54,79,58
93,49,91,51
64,60,64,60
71,43,70,44
69,55,68,56
81,56,78,59
67,35,64,38
79,42,76,45
85,41,80,46
74,61,75,60
75,43,67,51
87,45,83,49
84,48,81,51
84,46,79,51
93,49,88,54
69,61,65,65
79,42,72,49
83,55,86,52
82,40,78,44
80,56,75,61
85,51,82,54
78,62,74,66
86,50,86,50
77,49,73,53
92,48,85,55
89,54,87,56
81,50,85,46
81,51,82,50
89,47,81,55
80,66,76,70
67,50,64,53
76,48,74,50
91,53,88,56
81,46,79,48
88,52,89,51
73,52,72,53
87,60,80,67
89,44,83,50
72,57,64,65
72,52,69,55
86,51,80,57
80,47,80,47
96,52,91,57
69,50,67,52
75,44,74,45
80,48,79,49
96,60,88,68
78,61,78,61
71,46,69,48
79,46,79,46
68,45,64,49
84,51,80,55
78,41,69,50
91,47,90,48
57,48,58,47
84,49,80,53
64,60,66,58
75,51,69,57
76,49,75,50
72,53,75,50
71,55,71,55
73,54,72,55
73,51,74,50
88,48,80,56
80,47,71,56
83,54,76,61
82,43,77,48
95,48,91,52
81,47,71,57
67,45,66,46
87,50,85,52
80,48,81,47
74,53,72,55
83,43,81,45
68,51,63,56
79,43,77,45
74,55,62,67
104,41,103,42
84,51,79,56
95,52,94,53
98,48,89,57
73,42,71,44
72,58,74,56
89,45,92,42
71,66,65,72
75,38,70,43
76,51,73,54
81,47,84,44
90,48,83,55
85,47,86,46
89,49,86,52
75,51,77,49
75,45,72,48
92,46,87,51
92,39,89,42
92,48,84,56
81,49,80,50
87,53,83,57
77,41,74,44
84,67,86,65
77,51,81,47
77,62,71,68
71,36,74,33
79,50,80,49
89,56,87,58
92,55,92,55
84,55,79,60
74,47,69,52
80,66,78,68
83,49,84,48
92,44,84,52
81,50,82,49
70,51,69,52
82,57,82,57
68,54,70,52
95,43,90,48
84,50,80,54
86,43,78,51
81,56,81,56
81,50,77,54
89,52,77,64
96,27,85,38
83,51,78,56
89,41,77,53
79,45,76,48
76,54,76,54
94,37,84,47
89,41,84,46
66,59,67,58
82,39,76,45
87,45,80,52
92,56,93,55
73,38,72,39
77,51,76,52
81,61,83,59
72,54,71,55
75,50,74,51
63,42,64,41
76,57,77,56
75,42,76,41
74,46,74,46
93,52,83,62
85,50,83,52
81,47,78,50
86,42,77,51
80,42,78,44
84,46,82,48
84,46,77,53
83,60,82,61
86,43,78,51
76,57,75,58
73,47,73,47
93,43,85,51
79,37,73,43
91,45,80,56
93,48,87,54
75,53,79,49
82,49,79,52
64,51,65,50
90,55,84,61
73,38,68,43
76,50,73,53
90,48,84,54
77,63,75,65
67,51,68,50
74,70,72,72
92,55,92,55
76,50,74,52
106,55,94,67
87,47,83,51
82,53,81,54
63,67,58,72
68,48,68,48
60,52,60,52
85,47,83,49
78,47,73,52
82,35,79,38
78,53,71,60
86,45,79,52
86,42,80,48
71,58,67,62
63,44,60,47
66,56,67,55
75,50,74,51
77,53,79,51
63,50,61,52
77,44,73,48
87,56,87,56
89,37,88,38
71,50,70,51
87,49,82,54
72,46,71,47
86,51,86,51
88,47,87,48
72,62,70,64
82,51,82,51
79,45,75,49
72,47,66,53
88,46,79,55
102,47,90,59
81,71,80,72
78,39,74,43
70,50,67,53
75,41,72,44
78,51,72,57
90,49,81,58
85,51,78,58
85,46,88,43
86,52,80,58
81,29,76,34
76,52,76,52
86,48,85,49
82,50,79,53
96,50,90,56
92,44,82,54
74,51,76,49
80,58,77,61
83,56,80,59
72,58,66,64
78,46,81,43
84,45,77,52
81,60,80,61
73,55,74,54
82,51,80,53
67,47,66,48
75,59,69,65
102,52,95,59
97,59,90,66
91,53,85,59
78,48,67,59
81,54,78,57
79,45,78,46
75,44,68,51
70,63,71,62
82,56,76,62
89,47,79,57
81,50,78,53
67,44,70,41
79,54,83,50
84,42,79,47
79,55,74,60
93,49,88,54
72,53,68,57
88,46,82,52
82,41,70,53
76,59,72,63
79,50,75,54
85,46,81,50
77,46,78,45
81,49,73,57
82,33,79,36
79,54,78,55
92,42,85,49
75,47,68,54
77,60,79,58
74,46,73,47
73,55,66,62
78,44,73,49
74,54,77,51
89,42,88,43
62,40,57,45
87,52,85,54
85,51,82,54
93,54,87,60
76,56,80,52
74,56,68,62
69,46,68,47
81,40,80,41
98,52,99,51
91,45,85,51
76,50,73,53
81,48,74,55
74,44,69,49
71,57,69,59
78,53,79,52
75,51,70,56
98,40,91,47
84,52,83,53
60,44,60,44
83,52,82,53
75,46,77,44
87,67,87,67
83,53,80,56
92,46,83,55
79,50,78,51
87,65,84,68
84,38,81,41
86,48,86,48
63,44,57,50
86,44,79,51
74,48,75,47
82,43,80,45
99,51,90,60
76,44,67,53
77,47,76,48
77,65,73,69
77,44,72,49
59,54,59,54
80,57,77,60
86,58,83,61
78,46,78,46
71,36,61,46
73,46,70,49
82,48,78,52
90,42,84,48
89,61,92,58
81,49,78,52
79,63,78,64
75,54,71,58
80,47,74,53
94,57,87,64
81,59,79,61
76,60,76,60
75,55,73,57
90,46,88,48
78,46,78,46
87,66,82,71
70,63,65,68
98,45,91,52
84,59,82,61
91,45,86,50
86,54,82,58
84,42,87,39
77,49,73,53
76,51,76,51
70,42,69,43
70,44,72,42
82,47,79,50
78,43,78,43
73,41,73,41
92,67,87,72
79,65,77,67
82,52,77,57
85,43,83,45
83,51,84,50
95,48,88,55
91,52,87,56
80,45,79,46
85,44,81,48
73,55,70,58
74,51,72,53
83,57,74,66
64,43,61,46
97,50,89,58
92,50,80,62
81,53,79,55
89,55,92,52
87,44,81,50
77,48,77,48
78,50,74,54
64,45,68,41
84,53,83,54
71,59,73,57
85,50,84,51
89,57,85,61
74,44,69,49
74,57,71,60
82,53,73,62
74,44,72,46
79,56,69,66
64,56,61,59
80,53,76,57
91,45,86,50
66,38,66,38
74,48,73,49
84,47,85,46
86,56,78,64
74,57,68,63
83,51,84,50
74,51,76,49
70,56,70,56
81,37,74,44
81,51,80,52
88,53,89,52
74,41,58,57
68,57,66,59
72,52,65,59
88,57,91,54
74,48,76,46
63,54,68,49
80,53,83,50
72,57,70,59
77,46,76,47
67,39,65,41
77,48,81,44
77,54,76,55
97,41,96,42
78,59,75,62
80,42,76,46
75,50,76,49
68,52,66,54
63,53,59,57
69,55,69,55
68,49,66,51
72,53,71,54
80,54,79,55
71,45,67,49
82,55,76,61
80,49,79,50
77,47,75,49
83,44,80,47
73,44,74,43
93,48,92,49
78,45,74,49
86,54,78,62
75,45,71,49
92,60,95,57
69,64,62,71
79,50,73,56
72,47,71,48
74,41,70,45
90,75,92,73
75,42,72,45
83,52,82,53
77,41,72,46
80,34,73,41
88,55,84,59
98,35,99,34
88,39,86,41
97,61,92,66
99,62,101,60
96,49,93,52
73,54,70,57
85,62,84,63
85,46,82,49
82,50,82,50
105,50,100,55
83,52,75,60
82,41,82,41
82,48,79,51
83,51,86,48
77,67,81,63
89,50,82,57
103,42,99,46
72,59,66,65
80,51,79,52
76,52,71,57
80,53,72,61
77,53,77,53
83,63,91,55
92,46,92,46
85,43,81,47
76,66,82,60
74,51,72,53
85,57,87,55
79,67,79,67
77,56,79,54
91,49,87,53
74,41,75,40
79,39,76,42
54,47,55,46
75,53,74,54
68,61,69,60
97,59,92,64
86,43,82,47
81,53,73,61
86,53,85,54
75,69,77,67
85,43,86,42
72,38,69,41
82,50,78,54
72,55,71,56
77,60,80,57
87,57,81,63
95,59,87,67
68,58,66,60
82,46,81,47
74,46,74,46
80,49,78,51
70,56,68,58
85,59,72,72
77,39,67,49
83,53,79,57
82,53,80,55
78,38,72,44
79,55,81,53
85,43,83,45
69,47,67,49
77,58,70,65
82,51,80,53
81,40,76,45
65,52,66,51
69,46,64,51
91,64,90,65
87,65,84,68
63,55,66,52
84,60,86,58
81,51,81,51
87,51,83,55
73,54,73,54
80,52,78,54
89,47,83,53
78,52,70,60
73,56,69,60
68,47,71,44
77,53,76,54
68,51,61,58
84,43,78,49
74,52,72,54
83,56,82,57
74,55,73,56
91,41,86,46
86,46,84,48
89,53,82,60
90,47,82,55
72,61,76,57
95,46,89,52
62,46,63,45
69,46,66,49
73,44,65,52
55,54,58,51
81,53,76,58
92,65,81,76
70,40,67,43
78,47,76,49
81,53,79,55
78,60,75,63
79,49,84,44
71,51,65,57
71,44,61,54
83,55,83,55
74,45,65,54
83,47,78,52
76,32,69,39
83,47,78,52
80,42,76,46
73,48,76,45
81,52,79,54
83,49,78,54
77,54,70,61
82,46,80,48
81,48,79,50
74,51,74,51
72,39,67,44
77,50,74,53
69,46,62,53
83,52,76,59
87,37,82,42
82,47,76,53
72,43,73,42
87,57,83,61
79,46,78,47
85,44,86,43
78,53,75,56
74,47,71,50
74,56,70,60
74,57,73,58
79,55,76,58
96,53,88,61
78,48,75,51
85,55,84,56
90,50,89,51
99,55,90,64
74,46,66,54
84,51,79,56
95,73,89,79
75,41,74,42
91,52,84,59
80,47,78,49
80,53,72,61
88,43,84,47
77,44,79,42
67,47,62,52
71,46,70,47
68,49,71,46
73,59,67,65
75,56,73,58
89,46,89,46
65,46,67,44
88,53,88,53
79,45,78,46
88,40,89,39
74,55,74,55
84,45,78,51
68,57,65,60
90,63,85,68
93,43,92,44
75,48,77,46
74,44,65,53
74,49,71,52
73,54,68,59
86,57,87,56
87,53,78,62
89,51,86,54
77,62,73,66
78,48,75,51
83,54,77,60
94,48,91,51
82,45,76,51
95,50,95,50
78,47,70,55
94,48,88,54
92,49,82,59
84,47,79,52
88,63,86,65
80,42,69,53
75,51,72,54
75,54,74,55
79,43,74,48
83,47,76,54
70,46,68,48
80,54,81,53
83,42,85,40
95,54,89,60
83,56,82,57
85,38,78,45
99,46,99,46
74,42,67,49
67,54,69,52
84,52,78,58
84,50,85,49
88,55,89,54
71,54,71,54
79,53,82,50
83,55,80,58
83,58,78,63
58,53,54,57
82,58,79,61
81,55,79,57
80,60,76,64
97,62,100,59
77,51,72,56
80,53,77,56
83,60,87,56
76,61,78,59
88,64,93,59
81,50,76,55
71,47,68,50
74,54,75,53
86,41,83,44
97,50,94,53
88,51,81,58
76,53,67,62
92,51,88,55
71,45,70,46
85,48,83,50
82,53,78,57
76,61,69,68
90,62,92,60
82,47,72,57
86,49,81,54
76,44,73,47
75,57,74,58
69,52,68,53
61,45,63,43
67,62,55,74
77,37,71,43
66,58,64,60
67,50,63,54
72,58,67,63
76,55,74,57
76,62,77,61
92,47,90,49
80,50,79,51
76,32,73,35
72,56,66,62
76,61,70,67
95,45,87,53
90,54,90,54
85,54,88,51
68,51,64,55
68,35,68,35
73,59,67,65
75,46,71,50
82,52,82,52
86,49,82,53
82,47,81,48
93,35,89,39
85,42,84,43
100,34,103,31
70,47,68,49
89,57,91,55
78,40,72,46
84,52,84,52
84,44,83,45
67,52,65,54
92,58,88,62
71,52,72,51
64,49,62,51
84,40,74,50
73,50,78,45
73,48,67,54
69,33,68,34
78,58,81,55
70,49,69,50
79,50,76,53
68,48,66,50
74,55,73,56
92,38,88,42
73,50,70,53
70,50,63,57
89,50,80,59
73,58,73,58
89,52,84,57
86,59,83,62
67,54,62,59
84,36,76,44
67,68,63,72
90,39,85,44
112,46,107,51
76,50,71,55
64,46,58,52
77,51,77,51
79,41,65,55
81,38,75,44
69,48,70,47
74,49,73,50
80,45,77,48
80,57,85,52
83,55,77,61
88,58,90,56
94,45,87,52
82,68,82,68
76,42,72,46
79,53,78,54
86,47,81,52
81,42,69,54
83,52,80,55
67,64,67,64
81,56,78,59
82,64,75,71
72,42,72,42
83,54,77,60
75,56,76,55
67,49,64,52
71,56,70,57
79,42,79,42
67,52,72,47
68,46,66,48
78,52,75,55
84,47,82,49
76,37,76,37
68,56,64,60
76,69,78,67
63,61,62,62
76,61,73,64
93,47,89,51
98,53,92,59
85,53,84,54
66,34,65,35
68,50,66,52
81,41,78,44
85,43,76,52
