"patch1.before","patch2.before","patch1.after","patch2.after","patch1.other.before","patch2.other.before"
84,82,77,89,57,19
68,34,60,42,72,18
94,43,75,62,61,14
73,48,66,55,74,19
75,49,71,53,66,19
70,42,70,42,64,9
92,56,84,64,68,30
83,45,75,53,68,25
73,46,63,56,68,18
78,53,66,65,75,16
99,48,88,59,63,21
72,48,66,54,76,22
73,52,63,62,62,17
78,42,67,53,65,25
86,50,77,59,61,15
74,53,64,63,90,19
67,60,60,67,61,18
77,63,73,67,64,19
75,59,70,64,79,16
78,48,67,59,76,18
87,40,79,48,57,23
96,55,79,72,66,25
78,48,72,54,69,22
86,57,78,65,56,21
72,49,70,51,65,26
77,54,66,65,66,14
93,52,81,64,78,15
83,60,76,67,71,25
81,51,72,60,66,16
85,56,77,64,72,32
88,50,72,66,65,21
73,45,61,57,76,20
85,50,78,57,59,19
83,49,72,60,69,28
67,49,64,52,73,16
84,55,76,63,79,27
80,64,72,72,63,25
73,41,66,48,70,29
79,52,71,60,59,24
82,44,75,51,68,22
79,51,70,60,80,18
88,41,69,60,88,17
95,53,83,65,83,21
82,44,64,62,84,21
68,49,67,50,63,22
90,52,76,66,68,18
88,51,80,59,68,23
76,61,65,72,76,14
80,56,70,66,77,32
89,46,79,56,86,26
87,43,72,58,76,18
90,43,78,55,66,17
79,40,67,52,80,18
77,45,69,53,78,22
63,51,58,56,76,23
78,69,74,73,66,21
69,53,66,56,73,21
78,63,68,73,83,17
77,52,62,67,71,20
94,54,81,67,74,17
96,48,81,63,74,16
93,38,75,56,75,20
64,48,51,61,61,18
76,47,69,54,77,25
84,36,75,45,61,19
78,44,66,56,74,23
91,49,78,62,67,17
63,58,56,65,77,16
92,57,82,67,64,20
61,55,58,58,74,15
82,56,69,69,67,21
84,36,67,53,58,18
72,46,64,54,65,17
83,57,73,67,75,27
87,46,71,62,68,14
87,44,72,59,55,19
81,45,74,52,57,13
72,40,65,47,71,18
89,62,68,83,63,17
67,54,60,61,80,21
78,41,69,50,60,25
80,63,71,72,75,17
74,59,66,67,46,15
81,61,71,71,61,23
79,40,72,47,66,20
78,39,69,48,76,19
78,51,68,61,67,17
105,44,89,60,70,25
75,54,63,66,63,20
82,44,78,48,72,24
68,53,64,57,77,23
84,48,74,58,63,20
89,68,76,81,76,16
92,57,76,73,67,21
79,60,74,65,70,19
61,52,54,59,62,20
71,68,67,72,73,22
88,46,77,57,69,17
98,47,88,57,67,24
90,51,82,59,69,18
92,52,80,64,74,17
71,48,66,53,75,23
78,51,70,59,72,14
80,51,73,58,65,19
69,50,67,52,71,23
76,57,67,66,85,23
109,55,88,76,57,21
74,60,63,71,65,15
55,49,55,49,71,20
90,59,73,76,78,17
53,43,51,45,72,21
86,43,76,53,68,12
96,54,80,70,65,26
73,54,67,60,73,26
73,48,70,51,61,26
56,59,48,67,63,19
85,36,77,44,71,25
71,57,60,68,64,16
75,55,67,63,60,16
91,53,81,63,78,22
77,47,72,52,57,26
98,48,84,62,64,16
73,41,60,54,75,14
84,52,77,59,63,22
81,42,71,52,66,18
81,43,72,52,67,14
90,55,78,67,64,27
67,60,59,68,80,21
80,49,71,58,72,26
83,51,77,57,72,24
70,56,67,59,72,21
73,39,63,49,68,21
77,43,63,57,62,25
70,59,70,59,70,25
79,46,67,58,69,19
71,65,66,70,79,22
83,46,71,58,78,22
68,57,62,63,77,23
82,41,73,50,72,20
83,44,71,56,71,16
81,37,75,43,71,19
81,45,70,56,63,18
81,32,70,43,71,17
86,41,72,55,55,28
82,53,65,70,77,18
79,38,65,52,80,12
89,54,77,66,70,19
81,57,68,70,69,23
73,57,59,71,69,14
85,52,71,66,78,12
74,55,68,61,53,17
83,53,72,64,74,20
66,48,62,52,61,29
96,41,84,53,59,19
93,49,81,61,65,27
76,41,64,53,76,21
65,54,59,60,63,17
79,43,68,54,75,25
79,62,72,69,64,24
89,52,73,68,77,20
89,49,71,67,76,19
72,59,63,68,77,21
86,47,74,59,79,26
94,51,87,58,59,20
94,53,85,62,76,16
76,45,69,52,68,20
86,48,67,67,75,20
84,45,76,53,52,23
101,55,86,70,74,25
71,60,63,68,64,24
69,62,61,70,72,26
76,50,69,57,90,18
83,57,75,65,61,19
87,51,74,64,71,27
103,53,91,65,70,20
78,47,71,54,51,19
76,48,68,56,65,14
62,48,59,51,68,23
75,40,57,58,72,14
84,49,77,56,77,28
83,53,70,66,76,14
91,54,80,65,67,23
74,41,65,50,78,21
77,53,68,62,92,16
84,46,69,61,60,21
67,62,65,64,71,19
80,51,68,63,77,23
88,47,76,59,77,20
76,63,72,67,82,21
71,60,63,68,78,25
85,57,70,72,59,20
94,51,83,62,74,23
84,52,68,68,74,16
79,50,71,58,54,21
93,38,79,52,68,14
69,51,63,57,71,13
73,55,59,69,73,21
83,59,72,70,79,14
72,55,68,59,65,24
74,41,64,51,67,26
80,54,67,67,76,13
75,57,68,64,77,20
67,53,53,67,79,17
83,52,76,59,63,19
76,57,74,59,69,14
89,53,79,63,78,24
73,59,66,66,70,19
79,57,71,65,71,13
72,60,68,64,69,27
70,41,65,46,81,14
72,59,68,63,73,16
91,46,81,56,82,17
78,54,67,65,62,22
71,56,63,64,80,24
88,47,80,55,81,24
78,45,77,46,65,16
70,57,62,65,72,10
83,50,77,56,66,21
70,45,62,53,61,25
81,49,66,64,68,14
87,56,73,70,59,20
87,52,82,57,67,23
83,44,76,51,78,20
90,57,76,71,76,18
72,47,58,61,58,15
96,50,89,57,66,30
75,73,68,80,82,22
68,57,63,62,59,16
72,56,57,71,67,22
70,49,63,56,59,26
84,45,69,60,68,17
69,47,63,53,56,14
90,50,75,65,65,20
94,64,81,77,65,14
90,50,81,59,63,22
78,44,70,52,78,16
83,56,75,64,66,25
78,59,74,63,75,18
76,44,62,58,77,14
81,45,69,57,55,15
83,53,79,57,72,15
94,49,83,60,54,20
65,50,59,56,75,26
80,41,72,49,57,14
96,58,86,68,68,27
67,50,56,61,65,18
84,44,73,55,72,23
87,42,77,52,72,18
67,55,63,59,68,23
90,45,81,54,75,21
77,52,65,64,70,14
84,57,68,73,64,18
80,38,74,44,81,21
62,61,57,66,52,26
71,43,62,52,69,17
80,44,76,48,67,19
86,63,69,80,56,18
87,53,70,70,79,18
71,45,66,50,74,19
76,43,65,54,77,19
88,47,75,60,70,21
66,55,61,60,60,22
60,55,54,61,67,22
87,39,85,41,62,17
76,48,62,62,101,22
95,47,83,59,69,25
80,46,69,57,85,20
74,53,66,61,64,23
76,50,66,60,74,17
84,44,74,54,64,21
94,53,80,67,73,25
88,54,76,66,52,13
71,62,66,67,67,22
73,51,69,55,53,14
79,57,67,69,65,26
87,35,76,46,59,17
98,55,85,68,76,23
73,46,61,58,69,26
71,51,62,60,71,21
74,43,63,54,67,19
75,46,70,51,73,12
79,49,75,53,73,27
70,46,67,49,62,18
76,53,73,56,51,25
72,55,67,60,65,12
76,55,67,64,62,16
66,47,63,50,42,28
76,45,68,53,79,16
77,39,69,47,63,16
85,58,77,66,66,23
65,48,61,52,60,18
78,44,68,54,67,21
85,53,82,56,65,18
90,38,67,61,84,15
83,45,67,61,71,18
74,59,73,60,57,18
77,47,69,55,67,19
88,55,77,66,60,18
85,55,76,64,78,27
86,42,73,55,72,19
83,41,77,47,76,16
69,50,66,53,84,18
80,38,72,46,90,22
70,58,59,69,55,23
95,50,80,65,62,18
69,56,69,56,78,26
77,61,74,64,61,28
75,57,67,65,82,15
91,46,84,53,81,16
72,52,66,58,85,12
72,45,61,56,93,20
68,53,63,58,75,31
85,54,79,60,66,13
94,63,86,71,65,21
76,41,69,48,79,16
72,48,58,62,69,21
81,63,70,74,58,20
95,44,85,54,59,16
77,52,67,62,73,17
82,53,70,65,64,17
79,45,69,55,56,24
82,60,74,68,80,23
86,44,71,59,66,27
61,39,58,42,81,22
89,49,80,58,79,19
73,64,60,77,61,16
76,40,72,44,72,17
84,52,78,58,68,24
100,46,91,55,88,24
78,46,63,61,64,18
97,51,83,65,76,20
67,42,62,47,55,20
78,62,68,72,94,20
77,57,69,65,68,18
73,59,68,64,59,24
77,38,71,44,68,22
82,50,75,57,70,24
69,59,66,62,69,26
99,52,82,69,70,26
75,57,69,63,67,21
91,50,78,63,77,18
79,41,70,50,53,17
72,39,64,47,63,10
91,58,78,71,62,22
88,48,81,55,57,28
76,59,73,62,74,13
74,43,63,54,73,22
77,53,73,57,71,14
90,43,84,49,65,20
97,61,85,73,77,21
82,58,70,70,62,10
92,55,81,66,73,17
71,45,68,48,67,12
68,60,64,64,73,21
73,48,65,56,61,15
84,50,69,65,76,17
76,52,67,61,60,17
62,44,50,56,72,18
83,43,67,59,62,20
91,42,78,55,77,23
96,50,86,60,73,18
77,70,74,73,73,24
92,56,77,71,78,17
86,62,78,70,89,23
79,56,73,62,70,25
75,42,63,54,71,14
84,50,77,57,68,23
71,65,63,73,69,28
93,49,79,63,76,21
78,42,66,54,71,17
82,40,69,53,65,22
81,50,72,59,74,23
83,45,75,53,82,19
72,45,61,56,75,29
86,51,73,64,58,20
91,44,72,63,77,17
82,53,73,62,75,12
88,41,74,55,73,8
82,45,70,57,79,18
92,60,77,75,86,23
95,49,84,60,81,19
80,50,76,54,66,20
68,63,63,68,70,16
76,56,64,68,70,16
74,55,70,59,71,16
84,50,76,58,75,26
85,46,73,58,67,19
86,51,72,65,76,26
68,43,64,47,68,16
87,48,75,60,71,20
82,47,73,56,75,21
68,48,62,54,66,25
87,43,72,58,75,17
75,49,60,64,73,18
73,58,65,66,75,18
92,53,77,68,66,18
68,53,63,58,65,18
76,54,73,57,71,28
59,49,51,57,77,14
98,45,91,52,74,24
73,50,62,61,61,27
77,51,68,60,88,18
74,49,60,63,77,20
74,56,65,65,75,19
78,54,70,62,65,22
65,47,59,53,70,16
89,55,84,60,75,21
87,52,83,56,72,22
76,39,66,49,79,14
79,55,75,59,54,20
88,38,78,48,68,14
88,49,75,62,63,19
78,37,67,48,58,22
83,54,72,65,74,15
98,52,88,62,60,20
69,52,59,62,81,25
85,55,77,63,70,19
103,45,91,57,66,22
78,45,71,52,62,16
74,59,64,69,74,18
72,57,66,63,65,19
77,47,63,61,79,17
79,45,70,54,77,10
74,43,72,45,81,22
74,55,65,64,81,15
81,57,72,66,62,29
71,38,59,50,65,15
83,56,77,62,66,24
76,57,68,65,56,16
92,53,80,65,70,20
78,46,65,59,69,20
70,63,63,70,61,20
66,46,63,49,85,16
85,44,74,55,70,12
83,55,74,64,54,15
70,51,62,59,65,16
56,60,53,63,73,19
77,56,73,60,73,14
75,47,69,53,77,19
75,47,70,52,79,19
77,52,71,58,76,30
85,53,73,65,64,15
83,45,74,54,87,18
72,44,63,53,64,19
88,55,69,74,71,14
63,41,53,51,86,15
72,45,69,48,70,18
73,44,68,49,75,18
82,52,75,59,46,20
71,42,63,50,75,20
72,50,59,63,69,17
69,46,61,54,82,24
78,35,67,46,76,9
87,53,84,56,83,15
85,45,82,48,66,24
81,46,68,59,80,8
62,48,54,56,66,25
90,39,77,52,68,16
92,55,72,75,67,11
72,56,66,62,67,15
87,46,75,58,74,21
81,55,79,57,60,22
92,60,77,75,68,19
81,47,74,54,64,27
82,49,69,62,71,22
87,63,73,77,75,22
84,61,70,75,65,16
79,47,77,49,66,23
71,56,70,57,63,29
81,47,75,53,54,23
65,55,58,62,65,18
78,55,65,68,83,13
83,51,73,61,81,21
70,59,58,71,68,17
73,47,67,53,57,14
87,48,72,63,83,18
77,50,71,56,67,17
73,63,70,66,77,24
83,47,72,58,49,14
83,51,79,55,62,20
78,41,64,55,60,13
75,55,62,68,64,19
87,48,75,60,60,19
83,46,72,57,71,20
85,42,78,49,73,29
82,46,75,53,69,20
76,61,72,65,64,14
93,55,79,69,72,19
91,51,82,60,69,16
93,50,86,57,83,23
72,60,58,74,62,23
70,41,59,52,68,22
95,47,84,58,82,14
90,46,80,56,75,27
90,53,78,65,79,20
78,53,73,58,67,20
72,49,64,57,72,28
91,48,77,62,60,15
74,62,60,76,74,24
85,55,73,67,54,27
75,39,66,48,66,24
71,57,58,70,82,14
86,43,79,50,59,25
102,58,88,72,78,21
83,42,73,52,68,15
64,40,61,43,60,18
92,46,81,57,74,24
81,41,64,58,62,15
58,61,47,72,74,20
66,48,62,52,51,19
101,43,89,55,73,15
88,59,77,70,71,19
80,64,70,74,60,15
83,51,73,61,72,22
69,47,64,52,68,17
73,46,62,57,97,22
69,52,58,63,62,24
78,54,70,62,70,22
71,52,57,66,75,19
85,57,70,72,73,22
85,39,77,47,67,29
72,46,68,50,68,11
78,57,71,64,63,25
72,47,66,53,74,25
64,47,51,60,81,17
109,52,90,71,66,17
64,49,60,53,61,20
78,53,65,66,79,15
80,52,72,60,78,29
78,43,73,48,64,20
79,59,70,68,72,15
104,46,83,67,72,25
80,48,72,56,72,18
71,49,66,54,84,17
86,54,70,70,78,11
81,57,70,68,77,25
90,52,75,67,67,16
69,45,56,58,91,13
74,55,68,61,73,21
70,46,67,49,84,17
84,45,73,56,63,19
78,55,71,62,63,28
83,43,75,51,68,22
76,48,71,53,68,15
77,54,65,66,74,14
64,60,64,60,51,20
73,67,65,75,96,11
77,49,69,57,71,22
71,45,68,48,58,25
82,46,68,60,72,11
79,53,72,60,65,16
70,43,62,51,66,17
79,49,72,56,64,19
83,41,77,47,78,20
77,44,58,63,62,18
78,36,70,44,64,16
93,52,84,61,71,14
83,62,78,67,66,20
88,59,80,67,68,22
79,42,71,50,74,16
83,41,75,49,67,24
78,47,66,59,68,26
73,60,68,65,64,23
83,51,77,57,73,26
80,42,73,49,62,16
89,54,77,66,61,31
68,57,62,63,53,18
61,67,59,69,56,13
66,47,64,49,80,25
80,49,73,56,71,13
85,53,78,60,74,13
85,60,74,71,65,22
81,45,73,53,70,22
83,48,73,58,82,15
87,52,71,68,74,19
66,54,58,62,77,16
84,47,76,55,77,14
87,49,80,56,88,16
82,46,72,56,81,20
80,41,68,53,67,13
88,43,74,57,86,14
88,56,76,68,78,17
72,59,62,69,57,11
97,39,86,50,62,15
86,52,73,65,73,26
69,58,59,68,66,17
73,49,65,57,75,19
85,45,74,56,81,23
77,50,69,58,70,17
77,53,65,65,68,23
60,44,55,49,79,16
66,49,54,61,75,22
90,64,74,80,74,17
59,52,53,58,78,22
89,55,84,60,79,16
89,48,79,58,74,27
68,56,58,66,59,20
82,49,72,59,97,20
98,49,88,59,67,25
73,47,63,57,69,22
81,51,71,61,66,29
81,46,72,55,47,17
88,41,77,52,61,22
65,43,61,47,60,21
97,40,77,60,63,20
81,40,70,51,67,19
76,41,65,52,73,16
80,40,68,52,65,15
59,48,49,58,66,25
79,60,72,67,80,11
90,72,70,92,73,12
81,54,72,63,60,14
84,43,66,61,63,17
78,44,73,49,66,24
79,45,70,54,64,19
74,45,64,55,76,20
63,64,57,70,58,27
87,44,74,57,70,10
81,47,68,60,66,13
68,51,65,54,64,24
95,44,83,56,78,23
79,40,65,54,69,22
85,48,78,55,73,22
73,45,65,53,85,19
77,38,64,51,74,14
87,57,75,69,60,14
88,60,71,77,90,13
93,34,75,52,62,11
93,48,84,57,75,13
73,49,66,56,85,25
62,48,60,50,76,21
97,42,88,51,69,24
70,59,63,66,67,16
73,49,66,56,77,21
94,43,77,60,73,15
68,50,63,55,70,19
79,37,65,51,77,20
68,45,56,57,77,16
81,64,81,64,57,31
84,53,68,69,63,19
86,44,78,52,53,20
77,41,73,45,94,16
86,46,80,52,67,14
90,46,78,58,84,13
72,47,65,54,76,19
68,41,64,45,70,14
72,48,63,57,78,17
69,49,62,56,84,18
78,51,70,59,71,21
74,47,70,51,68,26
73,39,63,49,76,14
92,50,85,57,68,17
67,46,60,53,67,22
85,37,75,47,72,22
83,46,72,57,70,12
86,44,73,57,64,18
90,62,85,67,66,23
74,47,64,57,87,14
71,50,63,58,81,26
85,50,71,64,74,22
85,55,74,66,72,15
88,52,76,64,56,18
77,56,64,69,56,16
86,44,79,51,80,18
73,41,68,46,64,24
72,50,58,64,79,27
74,32,68,38,77,21
87,46,75,58,72,18
84,53,80,57,57,17
85,56,84,57,55,17
75,62,68,69,73,21
79,51,69,61,73,21
59,44,56,47,66,20
84,43,72,55,71,28
88,39,69,58,75,18
79,54,66,67,65,27
72,47,63,56,71,20
72,48,68,52,54,19
84,42,78,48,75,20
84,50,72,62,85,22
75,54,69,60,75,17
89,40,70,59,70,13
72,56,71,57,60,24
73,49,67,55,84,25
69,30,61,38,65,22
81,54,74,61,67,17
83,60,72,71,77,21
78,51,73,56,69,23
88,40,74,54,57,21
84,47,74,57,67,17
91,51,76,66,71,21
81,34,73,42,61,21
81,58,74,65,61,19
80,43,67,56,62,21
79,52,71,60,78,16
82,49,73,58,73,23
91,58,81,68,55,18
69,44,63,50,78,19
70,60,72,58,73,17
66,43,58,51,72,17
94,57,82,69,73,21
79,45,71,53,64,22
73,59,70,62,80,22
68,52,61,59,69,18
67,48,62,53,67,19
64,59,59,64,80,28
82,51,71,62,71,16
94,48,88,54,74,23
83,47,70,60,67,21
71,51,64,58,57,21
86,52,81,57,65,25
85,51,71,65,71,14
83,42,75,50,64,21
78,55,69,64,75,21
84,48,70,62,82,15
74,48,60,62,55,19
71,50,64,57,83,18
78,47,69,56,69,13
68,41,62,47,62,20
87,49,77,59,70,21
73,49,59,63,73,20
70,44,64,50,95,22
76,59,53,82,64,16
88,49,83,54,69,30
85,56,81,60,55,21
77,49,71,55,77,22
80,44,67,57,78,20
95,62,89,68,68,19
92,47,78,61,77,26
94,38,86,46,98,19
92,57,76,73,69,19
90,44,80,54,66,23
85,37,77,45,52,38
90,43,76,57,65,25
98,55,80,73,72,14
68,54,57,65,70,20
88,54,81,61,60,22
76,45,70,51,73,14
84,66,72,78,53,24
86,55,73,68,72,22
76,56,65,67,89,15
87,52,72,67,64,17
78,52,73,57,67,23
79,61,74,66,58,23
71,47,63,55,90,20
70,50,64,56,80,18
65,49,56,58,65,15
84,55,83,56,62,21
79,47,76,50,55,26
91,53,74,70,58,17
81,58,69,70,76,28
84,55,84,55,71,35
77,48,66,59,76,28
66,53,57,62,67,24
64,36,57,43,85,20
81,55,72,64,87,21
85,50,74,61,72,19
76,48,67,57,81,24
73,47,63,57,71,20
70,55,69,56,72,18
80,52,71,61,64,12
100,59,85,74,76,26
81,54,73,62,84,21
74,45,71,48,82,16
80,50,69,61,74,21
98,45,91,52,67,23
77,49,70,56,62,16
92,48,79,61,66,13
68,49,59,58,59,20
71,44,67,48,72,15
76,57,66,67,88,22
101,45,86,60,75,27
66,41,62,45,67,33
80,50,73,57,59,14
79,53,63,69,60,11
82,60,75,67,62,27
70,40,60,50,78,17
83,43,76,50,73,23
76,50,65,61,70,15
85,56,76,65,82,24
93,43,85,51,72,25
73,48,60,61,67,24
80,50,68,62,63,28
72,65,65,72,62,14
71,53,59,65,68,13
74,40,66,48,82,24
70,47,63,54,61,26
78,48,67,59,74,27
90,47,78,59,71,21
88,52,75,65,66,12
75,42,71,46,88,24
68,48,63,53,73,9
74,57,60,71,67,16
81,49,71,59,79,16
99,51,89,61,63,22
62,47,53,56,62,22
71,44,67,48,68,24
74,46,69,51,75,35
68,51,56,63,87,17
76,60,72,64,76,21
69,48,63,54,64,23
83,49,72,60,76,14
72,43,67,48,53,16
75,56,64,67,68,14
74,47,62,59,92,17
77,53,71,59,80,23
86,46,75,57,53,23
77,42,65,54,76,26
73,62,65,70,70,18
90,35,83,42,79,18
71,49,62,58,74,18
71,64,64,71,60,17
81,45,66,60,70,18
70,44,64,50,80,11
78,55,70,63,61,27
81,53,74,60,63,21
73,50,68,55,69,21
85,49,80,54,67,21
77,41,73,45,67,22
77,42,61,58,58,14
84,53,75,62,68,23
79,57,73,63,82,20
66,46,61,51,72,17
81,40,71,50,66,28
89,46,72,63,64,27
84,56,73,67,83,20
74,57,64,67,77,20
80,52,69,63,67,17
74,41,65,50,78,16
83,49,64,68,68,18
84,53,78,59,75,31
93,46,80,59,72,23
95,57,77,75,65,13
76,50,69,57,64,18
87,44,84,47,73,17
90,46,85,51,81,24
80,63,68,75,64,22
71,46,67,50,74,19
72,40,55,57,77,18
69,54,62,61,92,16
80,46,63,63,75,11
64,53,60,57,68,21
80,58,69,69,82,25
75,52,68,59,60,15
81,44,74,51,59,20
84,53,70,67,60,18
72,46,65,53,64,18
84,35,68,51,75,18
86,54,78,62,62,16
81,52,74,59,63,22
82,55,72,65,70,16
66,57,58,65,75,21
77,47,68,56,64,16
71,56,63,64,74,17
71,52,68,55,80,26
80,56,74,62,66,22
80,41,66,55,67,16
77,42,69,50,73,12
81,47,75,53,66,18
75,54,67,62,65,21
73,54,74,53,64,24
84,43,79,48,77,18
88,58,72,74,66,17
87,48,74,61,75,30
75,45,71,49,84,18
93,40,81,52,56,16
76,60,70,66,55,17
81,37,69,49,77,14
86,70,76,80,75,16
85,51,74,62,70,28
89,51,82,58,60,20
84,39,74,49,69,24
81,61,71,71,77,13
76,56,71,61,73,21
86,39,76,49,63,14
84,54,75,63,70,24
71,47,60,58,83,13
89,48,81,56,78,19
70,54,68,56,87,25
89,54,72,71,61,9
88,44,80,52,75,12
88,52,77,63,75,13
79,48,72,55,78,27
85,47,76,56,60,16
87,60,78,69,66,24
59,47,55,51,72,17
67,55,55,67,75,15
94,54,82,66,74,24
86,46,67,65,71,16
88,48,85,51,65,26
85,52,68,69,80,22
89,55,86,58,60,18
84,55,71,68,69,21
80,47,69,58,73,23
70,43,67,46,84,19
79,39,67,51,79,11
86,44,78,52,68,23
73,49,64,58,65,24
88,42,73,57,73,18
88,51,76,63,51,13
81,51,70,62,59,15
89,61,72,78,79,22
74,57,66,65,69,19
65,60,60,65,66,20
67,42,52,57,77,16
61,48,57,52,76,14
82,59,76,65,75,16
68,38,59,47,56,17
70,43,63,50,68,17
72,46,66,52,70,20
79,61,69,71,73,23
77,59,75,61,89,24
90,57,78,69,76,16
88,44,77,55,82,22
84,40,74,50,67,33
79,53,73,59,55,28
85,53,73,65,85,12
83,40,71,52,85,30
98,52,90,60,62,20
79,48,76,51,58,25
85,52,72,65,60,15
99,50,90,59,51,19
85,49,74,60,77,19
64,46,65,45,78,27
85,44,75,54,73,14
64,55,60,59,70,22
83,47,75,55,54,13
82,42,74,50,73,23
90,46,76,60,69,21
78,40,74,44,71,20
97,54,89,62,64,18
82,42,77,47,63,26
73,44,60,57,71,21
87,46,78,55,80,27
79,42,69,52,84,10
85,58,78,65,70,27
80,59,74,65,67,25
92,46,84,54,74,19
68,56,61,63,76,26
71,47,63,55,75,20
76,34,67,43,70,16
81,45,74,52,70,21
76,53,61,68,75,17
80,55,72,63,70,21
87,66,76,77,70,14
67,43,58,52,82,18
72,49,66,55,70,17
82,50,71,61,65,20
84,69,71,82,68,21
78,56,71,63,64,20
82,42,72,52,94,14
75,43,71,47,70,21
64,35,58,41,60,14
74,54,71,57,67,22
72,38,66,44,70,29
68,43,65,46,50,23
92,42,74,60,54,16
92,40,83,49,68,19
87,46,77,56,78,17
89,47,77,59,69,12
109,49,98,60,78,24
85,50,73,62,54,26
87,42,80,49,78,30
95,48,80,63,81,19
61,58,58,61,65,21
64,48,62,50,75,18
87,53,80,60,69,17
86,55,81,60,66,23
93,51,80,64,70,20
88,57,78,67,72,20
88,50,80,58,68,24
77,39,72,44,63,16
89,55,74,70,45,17
91,66,83,74,72,25
78,66,75,69,65,22
82,56,70,68,64,14
73,59,66,66,71,20
82,52,69,65,59,19
58,64,52,70,69,18
77,58,70,65,65,21
83,58,75,66,74,20
82,41,68,55,79,13
71,48,65,54,92,21
75,54,68,61,82,18
71,57,65,63,73,19
77,49,69,57,70,20
80,53,69,64,79,24
55,55,54,56,78,24
73,42,65,50,67,23
112,51,93,70,70,19
99,48,91,56,69,26
81,54,75,60,81,16
81,44,71,54,58,17
