"patch1.before","patch2.before","patch1.after","patch2.after","patch1.other.before","patch2.other.before"
90,43,64,69,66,17
79,40,60,59,80,18
77,45,57,65,78,22
63,51,37,77,76,23
78,69,66,81,66,21
69,53,53,69,73,21
78,63,56,85,83,17
77,52,57,72,71,20
94,54,69,79,74,17
96,48,73,71,74,16
93,38,62,69,75,20
64,48,50,62,61,18
76,47,50,73,77,25
84,36,70,50,61,19
78,44,58,64,74,23
91,49,72,68,67,17
63,58,48,73,77,16
92,57,73,76,64,20
61,55,53,63,74,15
82,56,66,72,67,21
84,36,68,52,58,18
72,46,59,59,65,17
83,57,66,74,75,27
87,46,71,62,68,14
87,44,76,55,55,19
81,45,67,59,57,13
72,40,50,62,71,18
89,62,76,75,63,17
67,54,56,65,80,21
78,41,61,58,60,25
80,63,59,84,75,17
74,59,66,67,46,15
81,61,80,62,61,23
79,40,52,67,66,20
78,39,54,63,76,19
78,51,65,64,67,17
105,44,71,78,70,25
75,54,61,68,63,20
82,44,66,60,72,24
68,53,49,72,77,23
84,48,71,61,63,20
89,68,69,88,76,16
92,57,76,73,67,21
79,60,61,78,70,19
61,52,54,59,62,20
71,68,61,78,73,22
88,46,59,75,69,17
98,47,76,69,67,24
90,51,74,67,69,18
92,52,69,75,74,17
71,48,51,68,75,23
78,51,61,68,72,14
80,51,63,68,65,19
69,50,60,59,71,23
76,57,53,80,85,23
109,55,90,74,57,21
74,60,57,77,65,15
55,49,47,57,71,20
90,59,69,80,78,17
53,43,39,57,72,21
86,43,59,70,68,12
96,54,75,75,65,26
73,54,58,69,73,26
73,48,60,61,61,26
56,59,50,65,63,19
85,36,58,63,71,25
71,57,63,65,64,16
75,55,59,71,60,16
91,53,59,85,78,22
77,47,63,61,57,26
98,48,76,70,64,16
73,41,47,67,75,14
84,52,61,75,63,22
81,42,60,63,66,18
81,43,58,66,67,14
90,55,70,75,64,27
67,60,52,75,80,21
80,49,66,63,72,26
83,51,66,68,72,24
70,56,55,71,72,21
73,39,57,55,68,21
77,43,58,62,62,25
70,59,57,72,70,25
79,46,58,67,69,19
71,65,54,82,79,22
83,46,53,76,78,22
68,57,53,72,77,23
82,41,68,55,72,20
83,44,66,61,71,16
81,37,56,62,71,19
81,45,55,71,63,18
81,32,58,55,71,17
86,41,70,57,55,28
82,53,59,76,77,18
79,38,50,67,80,12
89,54,73,70,70,19
81,57,64,74,69,23
73,57,57,73,69,14
85,52,66,71,78,12
74,55,63,66,53,17
83,53,64,72,74,20
66,48,55,59,61,29
96,41,67,70,59,19
93,49,78,64,65,27
76,41,52,65,76,21
65,54,54,65,63,17
79,43,56,66,75,25
79,62,66,75,64,24
89,52,61,80,77,20
89,49,65,73,76,19
72,59,53,78,77,21
86,47,58,75,79,26
94,51,84,61,59,20
94,53,68,79,76,16
76,45,55,66,68,20
86,48,63,71,75,20
84,45,65,64,52,23
101,55,77,79,74,25
71,60,62,69,64,24
69,62,61,70,72,26
76,50,41,85,90,18
83,57,72,68,61,19
87,51,68,70,71,27
103,53,79,77,70,20
78,47,63,62,51,19
76,48,58,66,65,14
62,48,43,67,68,23
75,40,55,60,72,14
84,49,63,70,77,28
83,53,66,70,76,14
91,54,77,68,67,23
74,41,58,57,78,21
77,53,55,75,92,16
84,46,70,60,60,21
67,62,60,69,71,19
80,51,62,69,77,23
88,47,58,77,77,20
76,63,55,84,82,21
71,60,62,69,78,25
85,57,80,62,59,20
94,51,72,73,74,23
84,52,65,71,74,16
79,50,65,64,54,21
93,38,63,68,68,14
69,51,52,68,71,13
73,55,59,69,73,21
83,59,66,76,79,14
72,55,60,67,65,24
74,41,50,65,67,26
80,54,66,68,76,13
75,57,56,76,77,20
67,53,50,70,79,17
83,52,61,74,63,19
76,57,63,70,69,14
89,53,63,79,78,24
73,59,64,68,70,19
79,57,61,75,71,13
72,60,64,68,69,27
70,41,52,59,81,14
72,59,61,70,73,16
91,46,56,81,82,17
78,54,59,73,62,22
71,56,51,76,80,24
88,47,68,67,81,24
78,45,60,63,65,16
70,57,53,74,72,10
83,50,67,66,66,21
70,45,59,56,61,25
81,49,61,69,68,14
87,56,74,69,59,20
87,52,69,70,67,23
83,44,59,68,78,20
90,57,68,79,76,18
72,47,59,60,58,15
96,50,69,77,66,30
75,73,68,80,82,22
68,57,55,70,59,16
72,56,52,76,67,22
70,49,62,57,59,26
84,45,58,71,68,17
69,47,56,60,56,14
90,50,73,67,65,20
94,64,76,82,65,14
90,50,70,70,63,22
78,44,58,64,78,16
83,56,64,75,66,25
78,59,67,70,75,18
76,44,50,70,77,14
81,45,67,59,55,15
83,53,63,73,72,15
94,49,74,69,54,20
65,50,50,65,75,26
80,41,65,56,57,14
96,58,75,79,68,27
67,50,56,61,65,18
84,44,65,63,72,23
87,42,71,58,72,18
67,55,50,72,68,23
90,45,68,67,75,21
77,52,62,67,70,14
84,57,64,77,64,18
80,38,51,67,81,21
62,61,55,68,52,26
71,43,57,57,69,17
80,44,64,60,67,19
86,63,79,70,56,18
87,53,63,77,79,18
71,45,58,58,74,19
76,43,50,69,77,19
88,47,66,69,70,21
66,55,64,57,60,22
60,55,52,63,67,22
87,39,68,58,62,17
76,48,43,81,101,22
95,47,78,64,69,25
80,46,44,82,85,20
74,53,55,72,64,23
76,50,64,62,74,17
84,44,67,61,64,21
94,53,74,73,73,25
88,54,77,65,52,13
71,62,59,74,67,22
73,51,66,58,53,14
79,57,69,67,65,26
87,35,68,54,59,17
98,55,66,87,76,23
73,46,56,63,69,26
71,51,61,61,71,21
74,43,58,59,67,19
75,46,60,61,73,12
79,49,64,64,73,27
70,46,58,58,62,18
76,53,66,63,51,25
72,55,58,69,65,12
76,55,67,64,62,16
66,47,62,51,42,28
76,45,58,63,79,16
77,39,52,64,63,16
85,58,65,78,66,23
65,48,55,58,60,18
78,44,60,62,67,21
85,53,71,67,65,18
90,38,51,77,84,15
83,45,55,73,71,18
74,59,72,61,57,18
77,47,61,63,67,19
88,55,70,73,60,18
85,55,72,68,78,27
86,42,63,65,72,19
83,41,65,59,76,16
69,50,45,74,84,18
80,38,48,70,90,22
70,58,66,62,55,23
95,50,76,69,62,18
69,56,52,73,78,26
77,61,68,70,61,28
75,57,58,74,82,15
91,46,60,77,81,16
72,52,51,73,85,12
72,45,42,75,93,20
68,53,55,66,75,31
85,54,75,64,66,13
94,63,84,73,65,21
76,41,52,65,79,16
72,48,57,63,69,21
81,63,70,74,58,20
95,44,85,54,59,16
77,52,61,68,73,17
82,53,64,71,64,17
79,45,60,64,56,24
82,60,65,77,80,23
86,44,57,73,66,27
61,39,35,65,81,22
89,49,63,75,79,19
73,64,67,70,61,16
76,40,62,54,72,17
84,52,66,70,68,24
100,46,61,85,88,24
78,46,59,65,64,18
97,51,74,74,76,20
67,42,49,60,55,20
78,62,52,88,94,20
77,57,61,73,68,18
73,59,60,72,59,24
77,38,54,61,68,22
82,50,64,68,70,24
69,59,53,75,69,26
99,52,72,79,70,26
75,57,55,77,67,21
91,50,67,74,77,18
79,41,64,56,53,17
72,39,54,57,63,10
91,58,71,78,62,22
88,48,78,58,57,28
76,59,62,73,74,13
74,43,56,61,73,22
77,53,55,75,71,14
90,43,66,67,65,20
97,61,75,83,77,21
82,58,67,73,62,10
92,55,64,83,73,17
71,45,60,56,67,12
68,60,59,69,73,21
73,48,63,58,61,15
84,50,61,73,76,17
76,52,62,66,60,17
62,44,41,65,72,18
83,43,63,63,62,20
91,42,59,74,77,23
96,50,76,70,73,18
77,70,69,78,73,24
92,56,62,86,78,17
86,62,66,82,89,23
79,56,62,73,70,25
75,42,57,60,71,14
84,50,58,76,68,23
71,65,60,76,69,28
93,49,70,72,76,21
78,42,56,64,71,17
82,40,68,54,65,22
81,50,68,63,74,23
83,45,55,73,82,19
72,45,58,59,75,29
86,51,74,63,58,20
91,44,62,73,77,17
82,53,60,75,75,12
88,41,61,68,73,8
82,45,60,67,79,18
92,60,63,89,86,23
95,49,63,81,81,19
80,50,65,65,66,20
68,63,55,76,70,16
76,56,62,70,70,16
74,55,56,73,71,16
84,50,70,64,75,26
85,46,75,56,67,19
86,51,63,74,76,26
68,43,46,65,68,16
87,48,61,74,71,20
82,47,63,66,75,21
68,48,51,65,66,25
87,43,61,69,75,17
75,49,54,70,73,18
73,58,59,72,75,18
92,53,82,63,66,18
68,53,59,62,65,18
76,54,62,68,71,28
59,49,41,67,77,14
98,45,74,69,74,24
73,50,69,54,61,27
77,51,54,74,88,18
74,49,60,63,77,20
74,56,58,72,75,19
78,54,65,67,65,22
65,47,51,61,70,16
89,55,70,74,75,21
87,52,58,81,72,22
76,39,46,69,79,14
79,55,72,62,54,20
88,38,69,57,68,14
88,49,73,64,63,19
78,37,63,52,58,22
83,54,57,80,74,15
98,52,80,70,60,20
69,52,48,73,81,25
85,55,71,69,70,19
103,45,85,63,66,22
78,45,60,63,62,16
74,59,55,78,74,18
72,57,63,66,65,19
77,47,49,75,79,17
79,45,63,61,77,10
74,43,52,65,81,22
74,55,59,70,81,15
81,57,67,71,62,29
71,38,52,57,65,15
83,56,62,77,66,24
76,57,64,69,56,16
92,53,67,78,70,20
78,46,66,58,69,20
70,63,65,68,61,20
66,46,47,65,85,16
85,44,60,69,70,12
83,55,68,70,54,15
70,51,57,64,65,16
56,60,40,76,73,19
77,56,63,70,73,14
75,47,50,72,77,19
75,47,56,66,79,19
77,52,65,64,76,30
85,53,68,70,64,15
83,45,54,74,87,18
72,44,53,63,64,19
88,55,69,74,71,14
63,41,42,62,86,15
72,45,57,60,70,18
73,44,60,57,75,18
82,52,77,57,46,20
71,42,48,65,75,20
72,50,64,58,69,17
69,46,51,64,82,24
78,35,42,71,76,9
87,53,55,85,83,15
85,45,71,59,66,24
81,46,56,71,80,8
62,48,51,59,66,25
90,39,71,58,68,16
92,55,73,74,67,11
72,56,53,75,67,15
87,46,57,76,74,21
81,55,62,74,60,22
92,60,73,79,68,19
81,47,63,65,64,27
82,49,62,69,71,22
87,63,71,79,75,22
84,61,74,71,65,16
79,47,65,61,66,23
71,56,61,66,63,29
81,47,65,63,54,23
65,55,47,73,65,18
78,55,60,73,83,13
83,51,63,71,81,21
70,59,58,71,68,17
73,47,62,58,57,14
87,48,58,77,83,18
77,50,64,63,67,17
73,63,59,77,77,24
83,47,64,66,49,14
83,51,66,68,62,20
78,41,56,63,60,13
75,55,61,69,64,19
87,48,72,63,60,19
83,46,65,64,71,20
85,42,62,65,73,29
82,46,61,67,69,20
76,61,55,82,64,14
93,55,73,75,72,19
91,51,73,69,69,16
93,50,58,85,83,23
72,60,65,67,62,23
70,41,54,57,68,22
95,47,66,76,82,14
90,46,60,76,75,27
90,53,62,81,79,20
78,53,57,74,67,20
72,49,58,63,72,28
91,48,74,65,60,15
74,62,61,75,74,24
85,55,76,64,54,27
75,39,59,55,66,24
71,57,56,72,82,14
86,43,69,60,59,25
102,58,80,80,78,21
83,42,71,54,68,15
64,40,50,54,60,18
92,46,69,69,74,24
81,41,61,61,62,15
58,61,48,71,74,20
66,48,56,58,51,19
101,43,72,72,73,15
88,59,75,72,71,19
80,64,59,85,60,15
83,51,67,67,72,22
69,47,58,58,68,17
73,46,40,79,97,22
69,52,58,63,62,24
78,54,64,68,70,22
71,52,46,77,75,19
85,57,66,76,73,22
85,39,66,58,67,29
72,46,61,57,68,11
78,57,62,73,63,25
72,47,58,61,74,25
64,47,44,67,81,17
109,52,92,69,66,17
64,49,57,56,61,20
78,53,64,67,79,15
80,52,57,75,78,29
78,43,61,60,64,20
79,59,63,75,72,15
104,46,74,76,72,25
80,48,57,71,72,18
71,49,52,68,84,17
86,54,72,68,78,11
81,57,63,75,77,25
90,52,69,73,67,16
69,45,43,71,91,13
74,55,59,70,73,21
70,46,44,72,84,17
84,45,68,61,63,19
78,55,65,68,63,28
83,43,57,69,68,22
76,48,59,65,68,15
77,54,58,73,74,14
64,60,56,68,51,20
73,67,44,96,96,11
77,49,61,65,71,22
71,45,54,62,58,25
82,46,55,73,72,11
79,53,64,68,65,16
70,43,60,53,66,17
79,49,64,64,64,19
83,41,55,69,78,20
77,44,60,61,62,18
78,36,62,52,64,16
93,52,66,79,71,14
83,62,66,79,66,20
88,59,74,73,68,22
79,42,58,63,74,16
83,41,61,63,67,24
78,47,54,71,68,26
73,60,62,71,64,23
83,51,58,76,73,26
80,42,60,62,62,16
89,54,67,76,61,31
68,57,60,65,53,18
61,67,51,77,56,13
66,47,50,63,80,25
80,49,51,78,71,13
85,53,71,67,74,13
85,60,72,73,65,22
81,45,65,61,70,22
83,48,55,76,82,15
87,52,65,74,74,19
66,54,50,70,77,16
84,47,67,64,77,14
87,49,58,78,88,16
82,46,64,64,81,20
80,41,61,60,67,13
88,43,62,69,86,14
88,56,62,82,78,17
72,59,60,71,57,11
97,39,80,56,62,15
86,52,62,76,73,26
69,58,58,69,66,17
73,49,60,62,75,19
85,45,62,68,81,23
77,50,60,67,70,17
77,53,59,71,68,23
60,44,49,55,79,16
66,49,47,68,75,22
90,64,65,89,74,17
59,52,50,61,78,22
89,55,53,91,79,16
89,48,64,73,74,27
68,56,66,58,59,20
82,49,48,83,97,20
98,49,76,71,67,25
73,47,59,61,69,22
81,51,64,68,66,29
81,46,71,56,47,17
88,41,71,58,61,22
65,43,54,54,60,21
97,40,72,65,63,20
81,40,69,52,67,19
76,41,54,63,73,16
80,40,64,56,65,15
59,48,48,59,66,25
79,60,58,81,80,11
90,72,76,86,73,12
81,54,65,70,60,14
84,43,62,65,63,17
78,44,57,65,66,24
79,45,66,58,64,19
74,45,52,67,76,20
63,64,55,72,58,27
87,44,68,63,70,10
81,47,67,61,66,13
68,51,48,71,64,24
95,44,66,73,78,23
79,40,64,55,69,22
85,48,69,64,73,22
73,45,54,64,85,19
77,38,53,62,74,14
87,57,73,71,60,14
88,60,59,89,90,13
93,34,59,68,62,11
93,48,59,82,75,13
73,49,46,76,85,25
62,48,52,58,76,21
97,42,78,61,69,24
70,59,54,75,67,16
73,49,53,69,77,21
94,43,61,76,73,15
68,50,54,64,70,19
79,37,55,61,77,20
68,45,48,65,77,16
81,64,74,71,57,31
84,53,67,70,63,19
86,44,77,53,53,20
77,41,39,79,94,16
86,46,68,64,67,14
90,46,50,86,84,13
72,47,51,68,76,19
68,41,49,60,70,14
72,48,52,68,78,17
69,49,56,62,84,18
78,51,60,69,71,21
74,47,59,62,68,26
73,39,46,66,76,14
92,50,78,64,68,17
67,46,50,63,67,22
85,37,64,58,72,22
83,46,64,65,70,12
86,44,67,63,64,18
90,62,81,71,66,23
74,47,43,78,87,14
71,50,53,68,81,26
85,50,71,64,74,22
85,55,67,73,72,15
88,52,73,67,56,18
77,56,66,67,56,16
86,44,53,77,80,18
73,41,47,67,64,24
72,50,57,65,79,27
74,32,49,57,77,21
87,46,65,68,72,18
84,53,73,64,57,17
85,56,68,73,55,17
75,62,67,70,73,21
79,51,47,83,73,21
59,44,50,53,66,20
84,43,67,60,71,28
88,39,63,64,75,18
79,54,63,70,65,27
72,47,59,60,71,20
72,48,58,62,54,19
84,42,67,59,75,20
84,50,55,79,85,22
75,54,60,69,75,17
89,40,66,63,70,13
72,56,63,65,60,24
73,49,50,72,84,25
69,30,44,55,65,22
81,54,67,68,67,17
83,60,68,75,77,21
78,51,61,68,69,23
88,40,66,62,57,21
84,47,63,68,67,17
91,51,65,77,71,21
81,34,66,49,61,21
81,58,72,67,61,19
80,43,64,59,62,21
79,52,60,71,78,16
82,49,59,72,73,23
91,58,86,63,55,18
69,44,53,60,78,19
70,60,50,80,73,17
66,43,45,64,72,17
94,57,85,66,73,21
79,45,57,67,64,22
73,59,54,78,80,22
68,52,55,65,69,18
67,48,51,64,67,19
64,59,49,74,80,28
82,51,64,69,71,16
94,48,67,75,74,23
83,47,68,62,67,21
71,51,60,62,57,21
86,52,68,70,65,25
85,51,64,72,71,14
83,42,70,55,64,21
78,55,61,72,75,21
84,48,67,65,82,15
74,48,68,54,55,19
71,50,54,67,83,18
78,47,56,69,69,13
68,41,56,53,62,20
87,49,65,71,70,21
73,49,53,69,73,20
70,44,36,78,95,22
76,59,60,75,64,16
88,49,71,66,69,30
85,56,73,68,55,21
77,49,59,67,77,22
80,44,54,70,78,20
95,62,80,77,68,19
92,47,72,67,77,26
94,38,45,87,98,19
92,57,69,80,69,19
90,44,69,65,66,23
85,37,71,51,52,38
90,43,73,60,65,25
98,55,80,73,72,14
68,54,52,70,70,20
88,54,73,69,60,22
76,45,60,61,73,14
84,66,70,80,53,24
86,55,72,69,72,22
76,56,52,80,89,15
87,52,62,77,64,17
78,52,66,64,67,23
79,61,68,72,58,23
71,47,44,74,90,20
70,50,51,69,80,18
65,49,49,65,65,15
84,55,67,72,62,21
79,47,69,57,55,26
91,53,74,70,58,17
81,58,55,84,76,28
84,55,65,74,71,35
77,48,60,65,76,28
66,53,52,67,67,24
64,36,42,58,85,20
81,55,49,87,87,21
85,50,68,67,72,19
76,48,52,72,81,24
73,47,60,60,71,20
70,55,63,62,72,18
80,52,72,60,64,12
100,59,83,76,76,26
81,54,52,83,84,21
74,45,52,67,82,16
80,50,61,69,74,21
98,45,81,62,67,23
77,49,59,67,62,16
92,48,65,75,66,13
68,49,54,63,59,20
71,44,54,61,72,15
76,57,51,82,88,22
101,45,75,71,75,27
66,41,48,59,67,33
80,50,71,59,59,14
79,53,74,58,60,11
82,60,75,67,62,27
70,40,41,69,78,17
83,43,66,60,73,23
76,50,51,75,70,15
85,56,63,78,82,24
93,43,61,75,72,25
73,48,60,61,67,24
80,50,65,65,63,28
72,65,63,74,62,14
71,53,58,66,68,13
74,40,45,69,82,24
70,47,57,60,61,26
78,48,53,73,74,27
90,47,67,70,71,21
88,52,73,67,66,12
75,42,46,71,88,24
68,48,48,68,73,9
74,57,58,73,67,16
81,49,64,66,79,16
99,51,78,72,63,22
62,47,54,55,62,22
71,44,62,53,68,24
74,46,51,69,75,35
68,51,36,83,87,17
76,60,68,68,76,21
69,48,59,58,64,23
83,49,63,69,76,14
72,43,59,56,53,16
75,56,63,68,68,14
74,47,42,79,92,17
77,53,58,72,80,23
86,46,72,60,53,23
77,42,56,63,76,26
73,62,61,74,70,18
90,35,52,73,79,18
71,49,54,66,74,18
71,64,69,66,60,17
81,45,61,65,70,18
70,44,48,66,80,11
78,55,68,65,61,27
81,53,64,70,63,21
73,50,61,62,69,21
85,49,59,75,67,21
77,41,59,59,67,22
77,42,55,64,58,14
84,53,74,63,68,23
79,57,49,87,82,20
66,46,57,55,72,17
81,40,59,62,66,28
89,46,70,65,64,27
84,56,65,75,83,20
74,57,56,75,77,20
80,52,68,64,67,17
74,41,48,67,78,16
83,49,64,68,68,18
84,53,62,75,75,31
93,46,63,76,72,23
95,57,69,83,65,13
76,50,61,65,64,18
87,44,65,66,73,17
90,46,63,73,81,24
80,63,70,73,64,22
71,46,53,64,74,19
72,40,50,62,77,18
69,54,53,70,92,16
80,46,61,65,75,11
64,53,48,69,68,21
80,58,60,78,82,25
75,52,64,63,60,15
81,44,68,57,59,20
84,53,67,70,60,18
72,46,63,55,64,18
84,35,60,59,75,18
86,54,71,69,62,16
81,52,72,61,63,22
82,55,62,75,70,16
66,57,56,67,75,21
77,47,65,59,64,16
71,56,53,74,74,17
71,52,54,69,80,26
80,56,68,68,66,22
80,41,57,64,67,16
77,42,59,60,73,12
81,47,69,59,66,18
75,54,67,62,65,21
73,54,57,70,64,24
84,43,58,69,77,18
88,58,74,72,66,17
87,48,64,71,75,30
75,45,52,68,84,18
93,40,81,52,56,16
76,60,63,73,55,17
81,37,50,68,77,14
86,70,71,85,75,16
85,51,69,67,70,28
89,51,67,73,60,20
84,39,57,66,69,24
81,61,66,76,77,13
76,56,57,75,73,21
86,39,71,54,63,14
84,54,67,71,70,24
71,47,41,77,83,13
89,48,68,69,78,19
70,54,52,72,87,25
89,54,79,64,61,9
88,44,67,65,75,12
88,52,65,75,75,13
79,48,57,70,78,27
85,47,70,62,60,16
87,60,66,81,66,24
59,47,51,55,72,17
67,55,55,67,75,15
94,54,72,76,74,24
86,46,67,65,71,16
88,48,67,69,65,26
85,52,65,72,80,22
89,55,69,75,60,18
84,55,68,71,69,21
80,47,61,66,73,23
70,43,49,64,84,19
79,39,59,59,79,11
86,44,62,68,68,23
73,49,63,59,65,24
88,42,65,65,73,18
88,51,79,60,51,13
81,51,64,68,59,15
89,61,69,81,79,22
74,57,61,70,69,19
65,60,54,71,66,20
67,42,49,60,77,16
61,48,43,66,76,14
82,59,66,75,75,16
68,38,56,50,56,17
70,43,54,59,68,17
72,46,51,67,70,20
79,61,65,75,73,23
77,59,60,76,89,24
90,57,70,77,76,16
88,44,64,68,82,22
84,40,65,59,67,33
79,53,65,67,55,28
85,53,60,78,85,12
83,40,50,73,85,30
98,52,78,72,62,20
79,48,64,63,58,25
85,52,75,62,60,15
99,50,89,60,51,19
85,49,68,66,77,19
64,46,40,70,78,27
85,44,56,73,73,14
64,55,48,71,70,22
83,47,71,59,54,13
82,42,56,68,73,23
90,46,68,68,69,21
78,40,51,67,71,20
97,54,76,75,64,18
82,42,64,60,63,26
73,44,56,61,71,21
87,46,60,73,80,27
79,42,52,69,84,10
85,58,73,70,70,27
80,59,63,76,67,25
92,46,71,67,74,19
68,56,51,73,76,26
71,47,49,69,75,20
76,34,49,61,70,16
81,45,64,62,70,21
76,53,56,73,75,17
80,55,55,80,70,21
87,66,71,82,70,14
67,43,42,68,82,18
72,49,62,59,70,17
82,50,67,65,65,20
84,69,72,81,68,21
78,56,67,67,64,20
82,42,50,74,94,14
75,43,58,60,70,21
64,35,49,50,60,14
74,54,61,67,67,22
72,38,54,56,70,29
68,43,57,54,50,23
92,42,80,54,54,16
92,40,73,59,68,19
87,46,61,72,78,17
89,47,69,67,69,12
109,49,87,71,78,24
85,50,82,53,54,26
87,42,62,67,78,30
95,48,60,83,81,19
61,58,50,69,65,21
64,48,53,59,75,18
87,53,68,72,69,17
86,55,70,71,66,23
93,51,69,75,70,20
88,57,71,74,72,20
88,50,70,68,68,24
77,39,60,56,63,16
89,55,80,64,45,17
91,66,74,83,72,25
78,66,62,82,65,22
82,56,73,65,64,14
73,59,58,74,71,20
82,52,66,68,59,19
58,64,51,71,69,18
77,58,54,81,65,21
83,58,72,69,74,20
82,41,58,65,79,13
71,48,47,72,92,21
75,54,54,75,82,18
71,57,59,69,73,19
77,49,60,66,70,20
80,53,61,72,79,24
55,55,47,63,78,24
73,42,52,63,67,23
112,51,78,85,70,19
99,48,72,75,69,26
81,54,65,70,81,16
81,44,69,56,58,17
