"patch1.before","patch2.before","patch1.after","patch2.after","patch1.other.before","patch2.other.before"
80,44,51,73,67,19
86,63,64,85,56,18
87,53,51,89,79,18
71,45,42,74,74,19
76,43,46,73,77,19
88,47,52,83,70,21
66,55,51,70,60,22
60,55,44,71,67,22
87,39,65,61,62,17
76,48,42,82,101,22
95,47,54,88,69,25
80,46,42,84,85,20
74,53,57,70,64,23
76,50,43,83,74,17
84,44,51,77,64,21
94,53,60,87,73,25
88,54,62,80,52,13
71,62,42,91,67,22
73,51,54,70,53,14
79,57,57,79,65,26
87,35,52,70,59,17
98,55,62,91,76,23
73,46,47,72,69,26
71,51,39,83,71,21
74,43,50,67,67,19
75,46,39,82,73,12
79,49,54,74,73,27
70,46,48,68,62,18
76,53,58,71,51,25
72,55,47,80,65,12
76,55,48,83,62,16
66,47,60,53,42,28
76,45,34,87,79,16
77,39,49,67,63,16
85,58,54,89,66,23
65,48,45,68,60,18
78,44,47,75,67,21
85,53,61,77,65,18
90,38,45,83,84,15
83,45,48,80,71,18
74,59,68,65,57,18
77,47,57,67,67,19
88,55,67,76,60,18
85,55,57,83,78,27
86,42,58,70,72,19
83,41,50,74,76,16
69,50,39,80,84,18
80,38,30,88,90,22
70,58,52,76,55,23
95,50,69,76,62,18
69,56,49,76,78,26
77,61,55,83,61,28
75,57,41,91,82,15
91,46,53,84,81,16
72,52,39,85,85,12
72,45,37,80,93,20
68,53,33,88,75,31
85,54,56,83,66,13
94,63,58,99,65,21
76,41,39,78,79,16
72,48,46,74,69,21
81,63,59,85,58,20
95,44,60,79,59,16
77,52,46,83,73,17
82,53,56,79,64,17
79,45,56,68,56,24
82,60,49,93,80,23
86,44,67,63,66,27
61,39,30,70,81,22
89,49,53,85,79,19
73,64,45,92,61,16
76,40,49,67,72,17
84,52,61,75,68,24
100,46,55,91,88,24
78,46,53,71,64,18
97,51,57,91,76,20
67,42,55,54,55,20
78,62,31,109,94,20
77,57,49,85,68,18
73,59,64,68,59,24
77,38,48,67,68,22
82,50,54,78,70,24
69,59,49,79,69,26
99,52,66,85,70,26
75,57,54,78,67,21
91,50,53,88,77,18
79,41,64,56,53,17
72,39,53,58,63,10
91,58,67,82,62,22
88,48,70,66,57,28
76,59,45,90,74,13
74,43,43,74,73,22
77,53,50,80,71,14
90,43,56,77,65,20
97,61,57,101,77,21
82,58,56,84,62,10
92,55,55,92,73,17
71,45,39,77,67,12
68,60,36,92,73,21
73,48,51,70,61,15
84,50,52,82,76,17
76,52,53,75,60,17
62,44,42,64,72,18
83,43,50,76,62,20
91,42,54,79,77,23
96,50,58,88,73,18
77,70,53,94,73,24
92,56,54,94,78,17
86,62,45,103,89,23
79,56,51,84,70,25
75,42,50,67,71,14
84,50,48,86,68,23
71,65,52,84,69,28
93,49,56,86,76,21
78,42,47,73,71,17
82,40,61,61,65,22
81,50,53,78,74,23
83,45,45,83,82,19
72,45,45,72,75,29
86,51,67,70,58,20
91,44,51,84,77,17
82,53,52,83,75,12
88,41,52,77,73,8
82,45,38,89,79,18
92,60,42,110,86,23
95,49,54,90,81,19
80,50,59,71,66,20
68,63,47,84,70,16
76,56,48,84,70,16
74,55,52,77,71,16
84,50,51,83,75,26
85,46,54,77,67,19
86,51,42,95,76,26
68,43,40,71,68,16
87,48,62,73,71,20
82,47,47,82,75,21
68,48,49,67,66,25
87,43,49,81,75,17
75,49,42,82,73,18
73,58,42,89,75,18
92,53,53,92,66,18
68,53,44,77,65,18
76,54,58,72,71,28
59,49,39,69,77,14
98,45,55,88,74,24
73,50,55,68,61,27
77,51,38,90,88,18
74,49,40,83,77,20
74,56,43,87,75,19
78,54,49,83,65,22
65,47,39,73,70,16
89,55,47,97,75,21
87,52,47,92,72,22
76,39,41,74,79,14
79,55,61,73,54,20
88,38,54,72,68,14
88,49,48,89,63,19
78,37,56,59,58,22
83,54,64,73,74,15
98,52,64,86,60,20
69,52,36,85,81,25
85,55,49,91,70,19
103,45,65,83,66,22
78,45,60,63,62,16
74,59,47,86,74,18
72,57,51,78,65,19
77,47,30,94,79,17
79,45,36,88,77,10
74,43,39,78,81,22
74,55,31,98,81,15
81,57,55,83,62,29
71,38,43,66,65,15
83,56,63,76,66,24
76,57,59,74,56,16
92,53,54,91,70,20
78,46,46,78,69,20
70,63,51,82,61,20
66,46,37,75,85,16
85,44,57,72,70,12
83,55,54,84,54,15
70,51,48,73,65,16
56,60,46,70,73,19
77,56,39,94,73,14
75,47,51,71,77,19
75,47,40,82,79,19
77,52,47,82,76,30
85,53,58,80,64,15
83,45,35,93,87,18
72,44,45,71,64,19
88,55,47,96,71,14
63,41,34,70,86,15
72,45,41,76,70,18
73,44,43,74,75,18
82,52,69,65,46,20
71,42,45,68,75,20
72,50,48,74,69,17
69,46,40,75,82,24
78,35,45,68,76,9
87,53,45,95,83,15
85,45,53,77,66,24
81,46,38,89,80,8
62,48,41,69,66,25
90,39,57,72,68,16
92,55,57,90,67,11
72,56,47,81,67,15
87,46,56,77,74,21
81,55,67,69,60,22
92,60,65,87,68,19
81,47,56,72,64,27
82,49,46,85,71,22
87,63,49,101,75,22
84,61,56,89,65,16
79,47,45,81,66,23
71,56,49,78,63,29
81,47,57,71,54,23
65,55,53,67,65,18
78,55,42,91,83,13
83,51,43,91,81,21
70,59,47,82,68,17
73,47,58,62,57,14
87,48,51,84,83,18
77,50,42,85,67,17
73,63,49,87,77,24
83,47,51,79,49,14
83,51,64,70,62,20
78,41,53,66,60,13
75,55,55,75,64,19
87,48,52,83,60,19
83,46,52,77,71,20
85,42,64,63,73,29
82,46,42,86,69,20
76,61,44,93,64,14
93,55,59,89,72,19
91,51,56,86,69,16
93,50,58,85,83,23
72,60,59,73,62,23
70,41,53,58,68,22
95,47,47,95,82,14
90,46,54,82,75,27
90,53,49,94,79,20
78,53,39,92,67,20
72,49,47,74,72,28
91,48,57,82,60,15
74,62,46,90,74,24
85,55,67,73,54,27
75,39,54,60,66,24
71,57,41,87,82,14
86,43,52,77,59,25
102,58,56,104,78,21
83,42,50,75,68,15
64,40,48,56,60,18
92,46,60,78,74,24
81,41,48,74,62,15
58,61,45,74,74,20
66,48,53,61,51,19
101,43,59,85,73,15
88,59,55,92,71,19
80,64,61,83,60,15
83,51,52,82,72,22
69,47,45,71,68,17
73,46,35,84,97,22
69,52,53,68,62,24
78,54,51,81,70,22
71,52,37,86,75,19
85,57,62,80,73,22
85,39,68,56,67,29
72,46,38,80,68,11
78,57,59,76,63,25
72,47,39,80,74,25
64,47,36,75,81,17
109,52,68,93,66,17
64,49,39,74,61,20
78,53,45,86,79,15
80,52,44,88,78,29
78,43,54,67,64,20
79,59,41,97,72,15
104,46,58,92,72,25
80,48,47,81,72,18
71,49,35,85,84,17
86,54,47,93,78,11
81,57,51,87,77,25
90,52,58,84,67,16
69,45,38,76,91,13
74,55,43,86,73,21
70,46,37,79,84,17
84,45,60,69,63,19
78,55,56,77,63,28
83,43,57,69,68,22
76,48,51,73,68,15
77,54,49,82,74,14
64,60,58,66,51,20
73,67,37,103,96,11
77,49,51,75,71,22
71,45,49,67,58,25
82,46,55,73,72,11
79,53,48,84,65,16
70,43,51,62,66,17
79,49,45,83,64,19
83,41,48,76,78,20
77,44,60,61,62,18
78,36,46,68,64,16
93,52,41,104,71,14
83,62,62,83,66,20
88,59,61,86,68,22
79,42,40,81,74,16
83,41,57,67,67,24
78,47,51,74,68,26
73,60,47,86,64,23
83,51,44,90,73,26
80,42,54,68,62,16
89,54,49,94,61,31
68,57,50,75,53,18
61,67,52,76,56,13
66,47,49,64,80,25
80,49,42,87,71,13
85,53,43,95,74,13
85,60,59,86,65,22
81,45,49,77,70,22
83,48,40,91,82,15
87,52,47,92,74,19
66,54,42,78,77,16
84,47,51,80,77,14
87,49,44,92,88,16
82,46,38,90,81,20
80,41,51,70,67,13
88,43,34,97,86,14
88,56,36,108,78,17
72,59,54,77,57,11
97,39,54,82,62,15
86,52,54,84,73,26
69,58,48,79,66,17
73,49,47,75,75,19
85,45,46,84,81,23
77,50,43,84,70,17
77,53,55,75,68,23
60,44,34,70,79,16
66,49,45,70,75,22
90,64,53,101,74,17
59,52,33,78,78,22
89,55,58,86,79,16
89,48,52,85,74,27
68,56,56,68,59,20
82,49,37,94,97,20
98,49,67,80,67,25
73,47,39,81,69,22
81,51,62,70,66,29
81,46,62,65,47,17
88,41,54,75,61,22
65,43,42,66,60,21
97,40,61,76,63,20
81,40,46,75,67,19
76,41,50,67,73,16
80,40,58,62,65,15
59,48,49,58,66,25
79,60,51,88,80,11
90,72,61,101,73,12
81,54,47,88,60,14
84,43,56,71,63,17
78,44,55,67,66,24
79,45,58,66,64,19
74,45,54,65,76,20
63,64,55,72,58,27
87,44,50,81,70,10
81,47,52,76,66,13
68,51,43,76,64,24
95,44,54,85,78,23
79,40,46,73,69,22
85,48,56,77,73,22
73,45,38,80,85,19
77,38,47,68,74,14
87,57,57,87,60,14
88,60,36,112,90,13
93,34,62,65,62,11
93,48,57,84,75,13
73,49,46,76,85,25
62,48,28,82,76,21
97,42,54,85,69,24
70,59,54,75,67,16
73,49,39,83,77,21
94,43,57,80,73,15
68,50,49,69,70,19
79,37,31,85,77,20
68,45,32,81,77,16
81,64,61,84,57,31
84,53,49,88,63,19
86,44,77,53,53,20
77,41,38,80,94,16
86,46,50,82,67,14
90,46,36,100,84,13
72,47,38,81,76,19
68,41,42,67,70,14
72,48,39,81,78,17
69,49,40,78,84,18
78,51,50,79,71,21
74,47,54,67,68,26
73,39,33,79,76,14
92,50,48,94,68,17
67,46,46,67,67,22
85,37,49,73,72,22
83,46,40,89,70,12
86,44,52,78,64,18
90,62,56,96,66,23
74,47,30,91,87,14
71,50,41,80,81,26
85,50,46,89,74,22
85,55,49,91,72,15
88,52,53,87,56,18
77,56,55,78,56,16
86,44,45,85,80,18
73,41,51,63,64,24
72,50,42,80,79,27
74,32,50,56,77,21
87,46,59,74,72,18
84,53,61,76,57,17
85,56,70,71,55,17
75,62,57,80,73,21
79,51,47,83,73,21
59,44,37,66,66,20
84,43,49,78,71,28
88,39,46,81,75,18
79,54,63,70,65,27
72,47,44,75,71,20
72,48,61,59,54,19
84,42,48,78,75,20
84,50,33,101,85,22
75,54,50,79,75,17
89,40,48,81,70,13
72,56,54,74,60,24
73,49,44,78,84,25
69,30,40,59,65,22
81,54,50,85,67,17
83,60,53,90,77,21
78,51,50,79,69,23
88,40,63,65,57,21
84,47,57,74,67,17
91,51,57,85,71,21
81,34,56,59,61,21
81,58,64,75,61,19
80,43,61,62,62,21
79,52,42,89,78,16
82,49,47,84,73,23
91,58,68,81,55,18
69,44,41,72,78,19
70,60,45,85,73,17
66,43,32,77,72,17
94,57,58,93,73,21
79,45,62,62,64,22
73,59,41,91,80,22
68,52,45,75,69,18
67,48,43,72,67,19
64,59,42,81,80,28
82,51,45,88,71,16
94,48,53,89,74,23
83,47,53,77,67,21
71,51,52,70,57,21
86,52,46,92,65,25
85,51,47,89,71,14
83,42,51,74,64,21
78,55,48,85,75,21
84,48,52,80,82,15
74,48,52,70,55,19
71,50,39,82,83,18
78,47,50,75,69,13
68,41,48,61,62,20
87,49,59,77,70,21
73,49,43,79,73,20
70,44,35,79,95,22
76,59,58,77,64,16
88,49,64,73,69,30
85,56,66,75,55,21
77,49,47,79,77,22
80,44,45,79,78,20
95,62,62,95,68,19
92,47,46,93,77,26
94,38,41,91,98,19
92,57,56,93,69,19
90,44,64,70,66,23
85,37,65,57,52,38
90,43,57,76,65,25
98,55,64,89,72,14
68,54,47,75,70,20
88,54,58,84,60,22
76,45,36,85,73,14
84,66,67,83,53,24
86,55,46,95,72,22
76,56,41,91,89,15
87,52,64,75,64,17
78,52,60,70,67,23
79,61,72,68,58,23
71,47,32,86,90,20
70,50,45,75,80,18
65,49,42,72,65,15
84,55,51,88,62,21
79,47,60,66,55,26
91,53,69,75,58,17
81,58,46,93,76,28
84,55,56,83,71,35
77,48,44,81,76,28
66,53,48,71,67,24
64,36,34,66,85,20
81,55,48,88,87,21
85,50,59,76,72,19
76,48,39,85,81,24
73,47,46,74,71,20
70,55,44,81,72,18
80,52,56,76,64,12
100,59,58,101,76,26
81,54,44,91,84,21
74,45,39,80,82,16
80,50,50,80,74,21
98,45,55,88,67,23
77,49,52,74,62,16
92,48,62,78,66,13
68,49,50,67,59,20
71,44,44,71,72,15
76,57,49,84,88,22
101,45,66,80,75,27
66,41,43,64,67,33
80,50,59,71,59,14
79,53,52,80,60,11
82,60,59,83,62,27
70,40,37,73,78,17
83,43,50,76,73,23
76,50,45,81,70,15
85,56,42,99,82,24
93,43,65,71,72,25
73,48,47,74,67,24
80,50,55,75,63,28
72,65,51,86,62,14
71,53,45,79,68,13
74,40,38,76,82,24
70,47,56,61,61,26
78,48,52,74,74,27
90,47,49,88,71,21
88,52,49,91,66,12
75,42,38,79,88,24
68,48,37,79,73,9
74,57,48,83,67,16
81,49,38,92,79,16
99,51,58,92,63,22
62,47,51,58,62,22
71,44,49,66,68,24
74,46,44,76,75,35
68,51,35,84,87,17
76,60,50,86,76,21
69,48,48,69,64,23
83,49,41,91,76,14
72,43,52,63,53,16
75,56,45,86,68,14
74,47,24,97,92,17
77,53,40,90,80,23
86,46,66,66,53,23
77,42,50,69,76,26
73,62,50,85,70,18
90,35,46,79,79,18
71,49,42,78,74,18
71,64,49,86,60,17
81,45,54,72,70,18
70,44,35,79,80,11
78,55,67,66,61,27
81,53,57,77,63,21
73,50,47,76,69,21
85,49,59,75,67,21
77,41,57,61,67,22
77,42,58,61,58,14
84,53,56,81,68,23
79,57,49,87,82,20
66,46,43,69,72,17
81,40,65,56,66,28
89,46,61,74,64,27
84,56,54,86,83,20
74,57,41,90,77,20
80,52,51,81,67,17
74,41,37,78,78,16
83,49,61,71,68,18
84,53,45,92,75,31
93,46,66,73,72,23
95,57,60,92,65,13
76,50,45,81,64,18
87,44,57,74,73,17
90,46,50,86,81,24
80,63,59,84,64,22
71,46,39,78,74,19
72,40,51,61,77,18
69,54,35,88,92,16
80,46,49,77,75,11
64,53,48,69,68,21
80,58,41,97,82,25
75,52,44,83,60,15
81,44,54,71,59,20
84,53,56,81,60,18
72,46,50,68,64,18
84,35,48,71,75,18
86,54,62,78,62,16
81,52,59,74,63,22
82,55,51,86,70,16
66,57,40,83,75,21
77,47,59,65,64,16
71,56,53,74,74,17
71,52,38,85,80,26
80,56,57,79,66,22
80,41,47,74,67,16
77,42,40,79,73,12
81,47,50,78,66,18
75,54,56,73,65,21
73,54,37,90,64,24
84,43,39,88,77,18
88,58,63,83,66,17
87,48,51,84,75,30
75,45,38,82,84,18
93,40,69,64,56,16
76,60,54,82,55,17
81,37,59,59,77,14
86,70,65,91,75,16
85,51,51,85,70,28
89,51,67,73,60,20
84,39,53,70,69,24
81,61,46,96,77,13
76,56,43,89,73,21
86,39,66,59,63,14
84,54,60,78,70,24
71,47,29,89,83,13
89,48,52,85,78,19
70,54,34,90,87,25
89,54,56,87,61,9
88,44,43,89,75,12
88,52,50,90,75,13
79,48,48,79,78,27
85,47,62,70,60,16
87,60,60,87,66,24
59,47,35,71,72,17
67,55,36,86,75,15
94,54,57,91,74,24
86,46,46,86,71,16
88,48,52,84,65,26
85,52,43,94,80,22
89,55,61,83,60,18
84,55,53,86,69,21
80,47,55,72,73,23
70,43,31,82,84,19
79,39,43,75,79,11
86,44,50,80,68,23
73,49,48,74,65,24
88,42,43,87,73,18
88,51,62,77,51,13
81,51,60,72,59,15
89,61,58,92,79,22
74,57,49,82,69,19
65,60,38,87,66,20
67,42,46,63,77,16
61,48,45,64,76,14
82,59,52,89,75,16
68,38,37,69,56,17
70,43,49,64,68,17
72,46,47,71,70,20
79,61,49,91,73,23
77,59,41,95,89,24
90,57,49,98,76,16
88,44,49,83,82,22
84,40,64,60,67,33
79,53,73,59,55,28
85,53,33,105,85,12
83,40,41,82,85,30
98,52,72,78,62,20
79,48,51,76,58,25
85,52,60,77,60,15
99,50,63,86,51,19
85,49,41,93,77,19
64,46,33,77,78,27
85,44,48,81,73,14
64,55,41,78,70,22
83,47,62,68,54,13
82,42,39,85,73,23
90,46,49,87,69,21
78,40,51,67,71,20
97,54,66,85,64,18
82,42,60,64,63,26
73,44,49,68,71,21
87,46,52,81,80,27
79,42,40,81,84,10
85,58,58,85,70,27
80,59,56,83,67,25
92,46,50,88,74,19
68,56,44,80,76,26
71,47,43,75,75,20
76,34,52,58,70,16
81,45,54,72,70,21
76,53,48,81,75,17
80,55,57,78,70,21
87,66,55,98,70,14
67,43,41,69,82,18
72,49,49,72,70,17
82,50,57,75,65,20
84,69,62,91,68,21
78,56,48,86,64,20
82,42,43,81,94,14
75,43,44,74,70,21
64,35,44,55,60,14
74,54,55,73,67,22
72,38,53,57,70,29
68,43,52,59,50,23
92,42,60,74,54,16
92,40,49,83,68,19
87,46,51,82,78,17
89,47,49,87,69,12
109,49,67,91,78,24
85,50,64,71,54,26
87,42,51,78,78,30
95,48,60,83,81,19
61,58,42,77,65,21
64,48,37,75,75,18
87,53,44,96,69,17
86,55,56,85,66,23
93,51,52,92,70,20
88,57,57,88,72,20
88,50,52,86,68,24
77,39,49,67,63,16
89,55,72,72,45,17
91,66,68,89,72,25
78,66,66,78,65,22
82,56,62,76,64,14
73,59,53,79,71,20
82,52,54,80,59,19
58,64,38,84,69,18
77,58,60,75,65,21
83,58,59,82,74,20
82,41,43,80,79,13
71,48,30,89,92,21
75,54,38,91,82,18
71,57,53,75,73,19
77,49,47,79,70,20
80,53,53,80,79,24
55,55,48,62,78,24
73,42,49,66,67,23
112,51,61,102,70,19
99,48,63,84,69,26
81,54,44,91,81,16
81,44,66,59,58,17
